Observation time UTC,Air temperature (dry bulb) [Deg C],Wet bulb temperature [Deg C],Dew point temperature [Deg C],Relative humidity [%],Data Source (dry bulb),Data Source (wet bulb)
2015-09-24T16:00:00Z,9,7.1,4.8,75,H,H
2015-09-24T17:00:00Z,8.5,6.6,4.1,74,H,H
2015-09-24T18:00:00Z,8,6.3,4,76,H,H
2015-09-24T19:00:00Z,8.4,6.6,4.3,75,H,H
2015-09-24T20:00:00Z,10.2,7.8,4.8,69,H,H
2015-09-24T21:00:00Z,11.3,8.7,5.6,68,H,H
2015-09-24T22:00:00Z,11.8,9.2,6.3,69,H,H
2015-09-24T23:00:00Z,13,9.4,5.2,59,H,H
2015-09-25T00:00:00Z,13.1,9.3,4.8,57,H,H
2015-09-25T01:00:00Z,15.1,10,4.2,48,H,H
2015-09-25T02:00:00Z,15.3,10.3,4.7,49,H,H
2015-09-25T03:00:00Z,14.3,9.9,4.9,53,H,H
2015-09-25T04:00:00Z,13.6,9.8,5.5,58,H,H
2015-09-25T05:00:00Z,12.6,8.9,4.6,58,H,H
2015-09-25T06:00:00Z,11.6,8.3,4.4,61,H,H
2015-09-25T07:00:00Z,9.4,7.2,4.4,71,H,H
2015-09-25T08:00:00Z,8.8,6.6,3.6,70,H,H
2015-09-25T09:00:00Z,7.6,5.8,3.5,75,H,H
2015-09-25T10:00:00Z,6.5,5,3,78,H,H
2015-09-25T11:00:00Z,6.3,4.6,2.2,75,H,H
2015-09-25T12:00:00Z,7.1,4.9,1.6,68,H,H
2015-09-25T13:00:00Z,5.8,3.9,1,71,H,H
2015-09-25T14:00:00Z,4.8,3.4,1.3,78,H,H
2015-09-25T15:00:00Z,4.5,3.3,1.4,80,H,H
2015-09-25T16:00:00Z,4.6,3.4,1.5,80,H,H
2015-09-25T17:00:00Z,3.6,2.5,0.8,82,H,H
2015-09-25T18:00:00Z,4.3,3.2,1.4,81,H,H
2015-09-25T19:00:00Z,7,4.9,1.9,70,H,H
2015-09-25T20:00:00Z,9.4,6.8,3.4,66,H,H
2015-09-25T21:00:00Z,10.8,7.6,3.6,61,H,H
2015-09-25T22:00:00Z,12.5,8.8,4.5,58,H,H
2015-09-25T23:00:00Z,13.2,9.2,4.4,55,H,H
2015-09-26T00:00:00Z,14,9.8,5.1,55,H,H
2015-09-26T01:00:00Z,14.1,9.5,4.1,51,H,H
2015-09-26T02:00:00Z,14.3,10.1,5.4,55,H,H
2015-09-26T03:00:00Z,13,8.9,3.9,54,H,H
2015-09-26T04:00:00Z,12.8,9,4.5,57,H,H
2015-09-26T05:00:00Z,11.7,8.1,3.5,57,H,H
2015-09-26T06:00:00Z,9.9,7,3.2,63,H,H
2015-09-26T07:00:00Z,8.4,5.9,2.5,66,H,H
2015-09-26T08:00:00Z,7.7,5.1,1.4,64,H,H
2015-09-26T09:00:00Z,6.7,4.5,1.2,68,H,H
2015-09-26T10:00:00Z,6.6,4.3,0.7,66,H,H
2015-09-26T11:00:00Z,6,3.9,0.6,68,H,H
2015-09-26T12:00:00Z,5.6,3.5,0.2,68,H,H
2015-09-26T13:00:00Z,5.2,3.4,0.4,71,H,H
2015-09-26T14:00:00Z,4.4,2.9,0.4,75,H,H
2015-09-26T15:00:00Z,4.3,3,0.8,78,H,H
2015-09-26T16:00:00Z,2.9,1.9,0.3,83,H,H
2015-09-26T17:00:00Z,3.7,2.6,0.8,81,H,H
2015-09-26T18:00:00Z,3,2.2,0.8,85,H,H
2015-09-26T19:00:00Z,4.9,3.6,1.6,79,H,H
2015-09-26T20:00:00Z,7.2,5.3,2.7,73,H,H
2015-09-26T21:00:00Z,9.6,7.1,3.8,67,H,H
2015-09-26T22:00:00Z,11.9,8.4,4.2,59,H,H
2015-09-26T23:00:00Z,13.3,9.1,4.2,54,H,H
2015-09-27T00:00:00Z,13.9,9.2,3.7,50,H,H
2015-09-27T01:00:00Z,14.4,9.1,2.6,45,H,H
2015-09-27T02:00:00Z,14.2,8.8,1.8,43,H,H
2015-09-27T03:00:00Z,15,9.4,2.5,43,H,H
2015-09-27T04:00:00Z,14.2,9.3,3.4,48,H,H
2015-09-27T05:00:00Z,12.9,10.3,7.6,70,H,H
2015-09-27T06:00:00Z,11.2,9.2,7,75,H,H
2015-09-27T07:00:00Z,10.7,8.7,6.5,75,H,H
2015-09-27T08:00:00Z,9.6,8.2,6.5,81,H,H
2015-09-27T09:00:00Z,8.6,7.4,6.1,84,H,H
2015-09-27T10:00:00Z,8.9,7.9,6.7,86,H,H
2015-09-27T11:00:00Z,7.8,7.1,6.3,90,H,H
2015-09-27T12:00:00Z,8.2,7.5,6.7,90,H,H
2015-09-27T13:00:00Z,7.9,7.4,6.8,93,H,H
2015-09-27T14:00:00Z,7,6.4,5.6,91,H,H
2015-09-27T15:00:00Z,6.4,6.2,6,97,H,H
2015-09-27T16:00:00Z,5.8,5.7,5.7,99,H,H
2015-09-27T17:00:00Z,6.3,6.1,5.9,97,H,H
2015-09-27T18:00:00Z,6.8,6.6,6.4,97,H,H
2015-09-27T19:00:00Z,7.1,6.8,6.5,96,H,H
2015-09-27T20:00:00Z,7.7,7.3,6.8,94,H,H
2015-09-27T21:00:00Z,8.8,7.8,6.6,86,H,H
2015-09-27T22:00:00Z,9.7,8.3,6.6,81,H,H
2015-09-27T23:00:00Z,11.4,9.6,7.7,78,H,H
2015-09-28T00:00:00Z,10.7,9,7,78,H,H
2015-09-28T01:00:00Z,11.5,9.5,7.4,76,H,H
2015-09-28T02:00:00Z,12.5,10,7.4,71,H,H
2015-09-28T03:00:00Z,12.8,10.5,8.1,73,H,H
2015-09-28T04:00:00Z,11,9.5,7.9,81,H,H
2015-09-28T05:00:00Z,11.9,8.3,3.9,58,H,H
2015-09-28T06:00:00Z,10.4,8.5,6.4,76,H,H
2015-09-28T07:00:00Z,9.4,8.4,7.4,87,H,H
2015-09-28T08:00:00Z,8.8,8.1,7.3,90,H,H
2015-09-28T09:00:00Z,6.9,6.6,6.2,95,H,H
2015-09-28T10:00:00Z,6.2,5.7,5,92,H,H
2015-09-28T11:00:00Z,5.4,5,4.5,94,H,H
2015-09-28T12:00:00Z,4.8,4.5,4.1,95,H,H
2015-09-28T13:00:00Z,4.5,4.4,4.4,99,H,H
2015-09-28T14:00:00Z,4.2,4,3.8,97,H,H
2015-09-28T15:00:00Z,3.7,3.6,3.4,98,H,H
2015-09-28T16:00:00Z,4.5,4.4,4.4,99,H,H
2015-09-28T17:00:00Z,4.1,4.1,4,99,H,H
2015-09-28T18:00:00Z,3.7,3.7,3.6,99,H,H
2015-09-28T19:00:00Z,3.7,3.6,3.4,98,H,H
2015-09-28T20:00:00Z,6.1,5.6,4.9,92,H,H
2015-09-28T21:00:00Z,9.3,7.7,5.9,79,H,H
2015-09-28T22:00:00Z,11.8,9.2,6.3,69,H,H
2015-09-28T23:00:00Z,13,9.1,4.5,56,H,H
2015-09-29T00:00:00Z,13.7,9.9,5.6,58,H,H
2015-09-29T01:00:00Z,15.1,10.8,6.2,55,H,H
2015-09-29T02:00:00Z,14.6,9.8,4.3,50,H,H
2015-09-29T03:00:00Z,15.2,10,4,47,H,H
2015-09-29T04:00:00Z,14.8,9.6,3.3,46,H,H
2015-09-29T05:00:00Z,13.9,10.6,7.2,64,H,H
2015-09-29T06:00:00Z,12.8,9.6,5.9,63,H,H
2015-09-29T07:00:00Z,12.2,9.6,6.7,69,H,H
2015-09-29T08:00:00Z,11.4,9.5,7.5,77,H,H
2015-09-29T09:00:00Z,11.2,9.5,7.7,79,H,H
2015-09-29T10:00:00Z,10.9,9.2,7.4,79,H,H
2015-09-29T11:00:00Z,10.5,9.2,7.8,83,H,H
2015-09-29T12:00:00Z,10.2,9,7.8,85,H,H
2015-09-29T13:00:00Z,9.9,8.7,7.3,84,H,H
2015-09-29T14:00:00Z,9.2,8,6.7,84,H,H
2015-09-29T15:00:00Z,7.3,7,6.6,95,H,H
2015-09-29T16:00:00Z,6.6,6.2,5.7,94,H,H
2015-09-29T17:00:00Z,5.6,5.4,5.2,97,H,H
2015-09-29T18:00:00Z,5,4.7,4.3,95,H,H
2015-09-29T19:00:00Z,5.6,5.5,5.3,98,H,H
2015-09-29T20:00:00Z,9.6,8.5,7.2,85,H,H
2015-09-29T21:00:00Z,12.1,9.9,7.6,74,H,H
2015-09-29T22:00:00Z,13.5,10.3,6.8,64,H,H
2015-09-29T23:00:00Z,13.8,10.4,6.9,63,H,H
2015-09-30T00:00:00Z,13.5,10.3,6.8,64,H,H
2015-09-30T01:00:00Z,13.6,10.3,6.7,63,H,H
2015-09-30T02:00:00Z,12.9,10.5,8,72,H,H
2015-09-30T03:00:00Z,13.2,10.7,8.1,71,H,H
2015-09-30T04:00:00Z,13.2,10.5,7.6,69,H,H
2015-09-30T05:00:00Z,13.4,10.6,7.6,68,H,H
2015-09-30T06:00:00Z,12.3,10.4,8.4,77,H,H
2015-09-30T07:00:00Z,11.6,10,8.5,81,H,H
2015-09-30T08:00:00Z,11.1,10,8.9,86,H,H
2015-09-30T09:00:00Z,10.3,9.1,7.7,84,H,H
2015-09-30T10:00:00Z,9.4,8.8,8.2,92,H,H
2015-09-30T11:00:00Z,9.6,9,8.4,92,H,H
2015-09-30T12:00:00Z,10.6,9.8,9,90,H,H
2015-09-30T13:00:00Z,10.8,9.9,9.1,89,H,H
2015-09-30T14:00:00Z,10,9.6,9.2,95,H,H
2015-09-30T15:00:00Z,9.4,9,8.5,94,H,H
2015-09-30T16:00:00Z,8,7.8,7.6,97,H,H
2015-09-30T17:00:00Z,7.9,7.8,7.6,98,H,H
2015-09-30T18:00:00Z,7.8,7.5,7.2,96,H,H
2015-09-30T19:00:00Z,8.2,7.9,7.6,96,H,H
2015-09-30T20:00:00Z,11.3,10.1,8.9,85,H,H
2015-09-30T21:00:00Z,12.7,10.6,8.6,76,H,H
2015-09-30T22:00:00Z,12.6,10.6,8.7,77,H,H
2015-09-30T23:00:00Z,15,11.3,7.6,61,H,H
2015-10-01T00:00:00Z,16.8,12,7.2,53,H,H
2015-10-01T01:00:00Z,16.3,11.3,6.2,51,H,H
2015-10-01T02:00:00Z,16.2,11.3,6.1,51,H,H
2015-10-01T03:00:00Z,16.1,11.2,6,51,H,H
2015-10-01T04:00:00Z,15.6,11.4,7.1,57,H,H
2015-10-01T05:00:00Z,14.6,11.9,9.4,71,H,H
2015-10-01T06:00:00Z,13.4,11.5,9.7,78,H,H
2015-10-01T07:00:00Z,12.8,11.3,9.8,82,H,H
2015-10-01T08:00:00Z,12.2,11,9.9,86,H,H
2015-10-01T09:00:00Z,11.7,10.4,9.1,84,H,H
2015-10-01T10:00:00Z,11.8,10.1,8.3,79,H,H
2015-10-01T11:00:00Z,11.1,9.7,8.1,82,H,H
2015-10-01T12:00:00Z,11.8,10.2,8.5,80,H,H
2015-10-01T13:00:00Z,11.8,10.4,9,83,H,H
2015-10-01T14:00:00Z,11.7,10.6,9.5,86,H,H
2015-10-01T15:00:00Z,11.2,10.6,10,92,H,H
2015-10-01T16:00:00Z,11.5,10.9,10.4,93,H,H
2015-10-01T17:00:00Z,11.5,10.8,10.1,91,H,H
2015-10-01T18:00:00Z,11.8,11.3,10.9,94,H,H
2015-10-01T19:00:00Z,11.8,11.5,11.2,96,H,H
2015-10-01T20:00:00Z,12.5,11.5,10.6,88,H,H
2015-10-01T21:00:00Z,12.9,12,11.1,89,H,H
2015-10-01T22:00:00Z,12.9,12,11.1,89,H,H
2015-10-01T23:00:00Z,13.5,12.6,11.7,89,H,H
2015-10-02T00:00:00Z,15.7,13.1,10.9,73,H,H
2015-10-02T01:00:00Z,16,13.4,11.2,73,H,H
2015-10-02T02:00:00Z,16.8,13.2,10,64,H,H
2015-10-02T03:00:00Z,16.1,12.9,10,67,H,H
2015-10-02T04:00:00Z,13.9,12,10.3,79,H,H
2015-10-02T05:00:00Z,13.1,11.4,9.7,80,H,H
2015-10-02T06:00:00Z,12.9,11.3,9.7,81,H,H
2015-10-02T07:00:00Z,12.2,11.1,10.1,87,H,H
2015-10-02T08:00:00Z,12.4,11.3,10.3,87,H,H
2015-10-02T09:00:00Z,11.6,11,10.4,92,H,H
2015-10-02T10:00:00Z,10.9,10.1,9.3,90,H,H
2015-10-02T11:00:00Z,10.6,10,9.4,92,H,H
2015-10-02T12:00:00Z,10.1,9,7.9,86,H,H
2015-10-02T13:00:00Z,9.9,8.8,7.5,85,H,H
2015-10-02T14:00:00Z,9.5,8.6,7.6,88,H,H
2015-10-02T15:00:00Z,9,8.6,8.3,95,H,H
2015-10-02T16:00:00Z,9.1,8.3,7.4,89,H,H
2015-10-02T17:00:00Z,8.2,7.6,7,92,H,H
2015-10-02T18:00:00Z,8.6,8.4,8.2,97,H,H
2015-10-02T19:00:00Z,9.5,9.1,8.6,94,H,H
2015-10-02T20:00:00Z,10.2,9.4,8.6,90,H,H
2015-10-02T21:00:00Z,12.2,11,9.9,86,H,H
2015-10-02T22:00:00Z,13,10.5,7.9,71,H,H
2015-10-02T23:00:00Z,13.4,10.6,7.8,69,H,H
2015-10-03T00:00:00Z,14.4,11.4,8.4,67,H,H
2015-10-03T01:00:00Z,14.2,11.4,8.6,69,H,H
2015-10-03T02:00:00Z,15.3,11.7,8.1,62,H,H
2015-10-03T03:00:00Z,16.3,12.5,9,62,H,H
2015-10-03T04:00:00Z,16.3,11.6,6.7,53,H,H
2015-10-03T05:00:00Z,15.6,11.7,7.9,60,H,H
2015-10-03T06:00:00Z,13.8,10.7,7.6,66,H,H
2015-10-03T07:00:00Z,11.7,9.7,7.6,76,H,H
2015-10-03T08:00:00Z,9.3,8.7,8.1,92,H,H
2015-10-03T09:00:00Z,8.4,8,7.5,94,H,H
2015-10-03T10:00:00Z,7.7,7.4,7.1,96,H,H
2015-10-03T11:00:00Z,6.4,6,5.5,94,H,H
2015-10-03T12:00:00Z,6.9,6.8,6.8,99,H,H
2015-10-03T13:00:00Z,8.4,8.1,7.8,96,H,H
2015-10-03T14:00:00Z,8.2,8,7.8,97,H,H
2015-10-03T15:00:00Z,9,8.5,7.9,93,H,H
2015-10-03T16:00:00Z,8.9,8,7,88,H,H
2015-10-03T17:00:00Z,8.6,7.7,6.7,88,H,H
2015-10-03T18:00:00Z,8.4,7.4,6.2,86,H,H
2015-10-03T19:00:00Z,9.4,8.4,7.4,87,H,H
2015-10-03T20:00:00Z,11.3,9.6,7.8,79,H,H
2015-10-03T21:00:00Z,12.2,10.4,8.5,78,H,H
2015-10-03T22:00:00Z,11.9,10.2,8.4,79,H,H
2015-10-03T23:00:00Z,13,10.8,8.7,75,H,H
2015-10-04T00:00:00Z,15.4,12.4,9.6,68,H,H
2015-10-04T01:00:00Z,16.4,12.9,9.8,65,H,H
2015-10-04T02:00:00Z,16,12.5,9.2,64,H,H
2015-10-04T03:00:00Z,16,12.6,9.4,65,H,H
2015-10-04T04:00:00Z,14.6,11.6,8.8,68,H,H
2015-10-04T05:00:00Z,13.8,11.2,8.6,71,H,H
2015-10-04T06:00:00Z,13.3,11.1,9,75,H,H
2015-10-04T07:00:00Z,12.8,10.9,9.1,78,H,H
2015-10-04T08:00:00Z,12.6,10.7,8.9,78,H,H
2015-10-04T09:00:00Z,12.2,10.5,8.9,80,H,H
2015-10-04T10:00:00Z,11.9,10.3,8.8,81,H,H
2015-10-04T11:00:00Z,12,10.5,9,82,H,H
2015-10-04T12:00:00Z,12.3,10.8,9.3,82,H,H
2015-10-04T13:00:00Z,12.7,11.1,9.5,81,H,H
2015-10-04T14:00:00Z,12.8,11,9.3,79,H,H
2015-10-04T15:00:00Z,12.9,11.1,9.4,79,H,H
2015-10-04T16:00:00Z,12.8,11.2,9.6,81,H,H
2015-10-04T17:00:00Z,13.1,11.6,10.1,82,H,H
2015-10-04T18:00:00Z,13.2,11.1,9.1,76,H,H
2015-10-04T19:00:00Z,12.4,8.4,3.4,54,H,H
2015-10-04T20:00:00Z,12.6,8.6,3.8,55,H,H
2015-10-04T21:00:00Z,13.1,9.3,4.8,57,H,H
2015-10-04T22:00:00Z,14.3,9.8,4.6,52,H,H
2015-10-04T23:00:00Z,15.6,10.2,4.1,46,H,H
2015-10-05T00:00:00Z,16.7,11.1,5.1,46,H,H
2015-10-05T01:00:00Z,17.3,11.1,4.3,42,H,H
2015-10-05T02:00:00Z,18.1,11.9,5.4,43,H,H
2015-10-05T03:00:00Z,18.6,11.7,4,38,H,H
2015-10-05T04:00:00Z,19,12,4.4,38,H,H
2015-10-05T05:00:00Z,18.2,11.8,5.1,42,H,H
2015-10-05T06:00:00Z,15.6,12,8.6,63,H,H
2015-10-05T07:00:00Z,13.5,10.9,8.4,71,H,H
2015-10-05T08:00:00Z,12.8,10.6,8.5,75,H,H
2015-10-05T09:00:00Z,11.8,10,8.1,78,H,H
2015-10-05T10:00:00Z,9.9,8.7,7.3,84,H,H
2015-10-05T11:00:00Z,10.5,9.2,7.8,83,H,H
2015-10-05T12:00:00Z,8.6,7.8,6.9,89,H,H
2015-10-05T13:00:00Z,8.3,7.6,6.8,90,H,H
2015-10-05T14:00:00Z,6.8,6.6,6.4,97,H,H
2015-10-05T15:00:00Z,6.7,6.2,5.5,92,H,H
2015-10-05T16:00:00Z,7.1,6.6,6.1,93,H,H
2015-10-05T17:00:00Z,6.6,6.1,5.4,92,H,H
2015-10-05T18:00:00Z,6.4,6.1,5.7,95,H,H
2015-10-05T19:00:00Z,8.2,7.6,6.8,91,H,H
2015-10-05T20:00:00Z,10.5,8.8,7,79,H,H
2015-10-05T21:00:00Z,12.4,10.2,7.9,74,H,H
2015-10-05T22:00:00Z,14.8,11.4,8.1,64,H,H
2015-10-05T23:00:00Z,16.8,11.5,6.1,49,H,H
2015-10-06T00:00:00Z,19,13.1,7.5,47,H,H
2015-10-06T01:00:00Z,18.9,13.4,8.3,50,H,H
2015-10-06T02:00:00Z,19.8,13.4,7.2,44,H,H
2015-10-06T03:00:00Z,19.9,13.7,8,46,H,H
2015-10-06T04:00:00Z,19.2,13.4,7.9,48,H,H
2015-10-06T05:00:00Z,18,12.9,8,52,H,H
2015-10-06T06:00:00Z,16,12.3,8.7,62,H,H
2015-10-06T07:00:00Z,13.5,10.6,7.7,68,H,H
2015-10-06T08:00:00Z,12.3,9.7,7,70,H,H
2015-10-06T09:00:00Z,11.6,9.2,6.5,71,H,H
2015-10-06T10:00:00Z,10.4,8.3,5.8,73,H,H
2015-10-06T11:00:00Z,8.8,7.3,5.4,79,H,H
2015-10-06T12:00:00Z,8.2,6.9,5.3,82,H,H
2015-10-06T13:00:00Z,7.5,6.5,5.3,86,H,H
2015-10-06T14:00:00Z,6.9,6.2,5.4,90,H,H
2015-10-06T15:00:00Z,6.9,6.3,5.6,91,H,H
2015-10-06T16:00:00Z,6.8,6.2,5.5,91,H,H
2015-10-06T17:00:00Z,6.6,6.1,5.6,93,H,H
2015-10-06T18:00:00Z,6.5,6.2,5.8,95,H,H
2015-10-06T19:00:00Z,6.9,6.6,6.2,95,H,H
2015-10-06T20:00:00Z,8.5,7.8,7,90,H,H
2015-10-06T21:00:00Z,10.6,9.3,8,84,H,H
2015-10-06T22:00:00Z,13.7,11.7,9.8,77,H,H
2015-10-06T23:00:00Z,16,12.2,8.5,61,H,H
2015-10-07T00:00:00Z,17.7,13,8.6,55,H,H
2015-10-07T01:00:00Z,18,13.8,10.1,60,H,H
2015-10-07T02:00:00Z,19.8,14.9,10.8,56,H,H
2015-10-07T03:00:00Z,20.8,14.8,9.7,49,H,H
2015-10-07T04:00:00Z,18.4,14.5,11.2,63,H,H
2015-10-07T05:00:00Z,16.2,13.5,11.2,72,H,H
2015-10-07T06:00:00Z,15.5,13.3,11.5,77,H,H
2015-10-07T07:00:00Z,14.5,12.5,10.7,78,H,H
2015-10-07T08:00:00Z,12.5,11,9.5,82,H,H
2015-10-07T09:00:00Z,11.2,9.7,8.1,81,H,H
2015-10-07T10:00:00Z,10.3,8.9,7.4,82,H,H
2015-10-07T11:00:00Z,10.8,9,7.1,78,H,H
2015-10-07T12:00:00Z,10.9,9.1,7.2,78,H,H
2015-10-07T13:00:00Z,11.2,9.4,7.5,78,H,H
2015-10-07T14:00:00Z,11,9.7,8.4,84,H,H
2015-10-07T15:00:00Z,10.8,9.9,8.9,88,H,H
2015-10-07T16:00:00Z,11.1,10.1,9,87,H,H
2015-10-07T17:00:00Z,11.4,10.3,9.2,86,H,H
2015-10-07T18:00:00Z,11.6,10.3,9,84,H,H
2015-10-07T19:00:00Z,12,10.8,9.6,85,H,H
2015-10-07T20:00:00Z,12.4,11.6,10.8,90,H,H
2015-10-07T21:00:00Z,12.8,11.9,11,89,H,H
2015-10-07T22:00:00Z,13.3,11.7,10.1,81,H,H
2015-10-07T23:00:00Z,14.1,10.7,7.2,63,H,H
2015-10-08T00:00:00Z,14.4,10.5,6.3,58,H,H
2015-10-08T01:00:00Z,15.5,10.9,6,53,H,H
2015-10-08T02:00:00Z,16.3,10.9,5,47,H,H
2015-10-08T03:00:00Z,15.6,10.8,5.5,51,H,H
2015-10-08T04:00:00Z,15.4,10.8,5.9,53,H,H
2015-10-08T05:00:00Z,10.2,9,7.8,85,H,H
2015-10-08T06:00:00Z,10.4,9.2,7.8,84,H,H
2015-10-08T07:00:00Z,9.6,7.8,5.6,76,H,H
2015-10-08T08:00:00Z,8.2,6.9,5.3,82,H,H
2015-10-08T09:00:00Z,8,6.3,4,76,H,H
2015-10-08T10:00:00Z,7.5,5.7,3.4,75,H,H
2015-10-08T11:00:00Z,6.6,4.6,1.7,71,H,H
2015-10-08T12:00:00Z,5.2,3.8,1.7,78,H,H
2015-10-08T13:00:00Z,4.2,3.4,2.1,86,H,H
2015-10-08T14:00:00Z,4.2,3.2,1.6,83,H,H
2015-10-08T15:00:00Z,3.4,2.6,1.3,86,H,H
2015-10-08T16:00:00Z,2.9,2.2,1,87,H,H
2015-10-08T17:00:00Z,2.3,1.5,0,85,H,H
2015-10-08T18:00:00Z,2.1,1.4,0.2,87,H,H
2015-10-08T19:00:00Z,4.8,3.2,0.8,75,H,H
2015-10-08T20:00:00Z,7.8,5.4,1.9,66,H,H
2015-10-08T21:00:00Z,10.3,6.5,1.2,53,H,H
2015-10-08T22:00:00Z,12.1,8.4,3.9,57,H,H
2015-10-08T23:00:00Z,13.2,8.6,2.7,49,H,H
2015-10-09T00:00:00Z,14,9,2.9,47,H,H
2015-10-09T01:00:00Z,14.7,9.4,2.9,45,H,H
2015-10-09T02:00:00Z,14.8,9.7,3.6,47,H,H
2015-10-09T03:00:00Z,15,9.9,4.1,48,H,H
2015-10-09T04:00:00Z,14.9,10,4.3,49,H,H
2015-10-09T05:00:00Z,14.4,9.6,3.8,49,H,H
2015-10-09T06:00:00Z,13.1,9.2,4.6,56,H,H
2015-10-09T07:00:00Z,11.2,8,4,61,H,H
2015-10-09T08:00:00Z,10,7.5,4.4,68,H,H
2015-10-09T09:00:00Z,9.2,7.1,4.4,72,H,H
2015-10-09T10:00:00Z,8.3,6.7,4.7,78,H,H
2015-10-09T11:00:00Z,6.2,5.4,4.4,88,H,H
2015-10-09T12:00:00Z,5.8,5.2,4.3,90,H,H
2015-10-09T13:00:00Z,5.1,4.6,3.9,92,H,H
2015-10-09T14:00:00Z,4.9,4.4,3.6,91,H,H
2015-10-09T15:00:00Z,4.1,3.8,3.2,94,H,H
2015-10-09T16:00:00Z,3.3,3.1,2.9,97,H,H
2015-10-09T17:00:00Z,3.6,3.4,3,96,H,H
2015-10-09T18:00:00Z,3.4,3.2,2.8,96,H,H
2015-10-09T19:00:00Z,5.8,5.2,4.5,91,H,H
2015-10-09T20:00:00Z,8.7,7.4,5.8,82,H,H
2015-10-09T21:00:00Z,10.3,8.2,5.7,73,H,H
2015-10-09T22:00:00Z,11.2,8.8,6.2,71,H,H
2015-10-09T23:00:00Z,12,9.2,6.1,67,H,H
2015-10-10T00:00:00Z,12.8,9.8,6.6,66,H,H
2015-10-10T01:00:00Z,14.7,11.2,7.7,63,H,H
2015-10-10T02:00:00Z,14.8,11.1,7.4,61,H,H
2015-10-10T03:00:00Z,15.6,11.4,7.1,57,H,H
2015-10-10T04:00:00Z,15,11,6.8,58,H,H
2015-10-10T05:00:00Z,14,10.5,6.9,62,H,H
2015-10-10T06:00:00Z,12.4,9.4,6,65,H,H
2015-10-10T07:00:00Z,10.6,8.3,5.6,71,H,H
2015-10-10T08:00:00Z,9.6,7.6,5.2,74,H,H
2015-10-10T09:00:00Z,8.5,6.8,4.7,77,H,H
2015-10-10T10:00:00Z,7.4,6.4,5.1,85,H,H
2015-10-10T11:00:00Z,6.5,5.8,4.8,89,H,H
2015-10-10T12:00:00Z,5.5,5.1,4.5,93,H,H
2015-10-10T13:00:00Z,5.5,4.9,4,90,H,H
2015-10-10T14:00:00Z,4.9,4.4,3.6,91,H,H
2015-10-10T15:00:00Z,4.2,3.8,3.3,94,H,H
2015-10-10T16:00:00Z,4.1,3.9,3.5,96,H,H
2015-10-10T17:00:00Z,4.6,4.4,4.2,97,H,H
2015-10-10T18:00:00Z,4.5,4.3,3.9,96,H,H
2015-10-10T19:00:00Z,6.6,6.1,5.4,92,H,H
2015-10-10T20:00:00Z,8.3,7.4,6.3,87,H,H
2015-10-10T21:00:00Z,10.4,8.5,6.4,76,H,H
2015-10-10T22:00:00Z,12.5,10.1,7.6,72,H,H
2015-10-10T23:00:00Z,14.1,11.2,8.3,68,H,H
2015-10-11T00:00:00Z,14.9,11.4,7.9,63,H,H
2015-10-11T01:00:00Z,17,13,9.5,61,H,H
2015-10-11T02:00:00Z,17.2,12.8,8.6,57,H,H
2015-10-11T03:00:00Z,17.2,12.9,8.9,58,H,H
2015-10-11T04:00:00Z,16.9,12.4,8.1,56,H,H
2015-10-11T05:00:00Z,15.3,11.6,7.9,61,H,H
2015-10-11T06:00:00Z,13.4,10.6,7.8,69,H,H
2015-10-11T07:00:00Z,12,9.3,6.3,68,H,H
2015-10-11T08:00:00Z,11.6,9.4,6.9,73,H,H
2015-10-11T09:00:00Z,10.7,9,7,78,H,H
2015-10-11T10:00:00Z,10.2,8.7,7.1,81,H,H
2015-10-11T11:00:00Z,10,8.5,6.9,81,H,H
2015-10-11T12:00:00Z,9.8,8.5,7.1,83,H,H
2015-10-11T13:00:00Z,10.7,9.1,7.4,80,H,H
2015-10-11T14:00:00Z,11.1,9.4,7.6,79,H,H
2015-10-11T15:00:00Z,11.2,9.4,7.5,78,H,H
2015-10-11T16:00:00Z,11,9.3,7.5,79,H,H
2015-10-11T17:00:00Z,11.4,9.4,7.1,75,H,H
2015-10-11T18:00:00Z,11.4,9.4,7.3,76,H,H
2015-10-11T19:00:00Z,12.2,10.4,8.5,78,H,H
2015-10-11T20:00:00Z,12.9,10.8,8.8,76,H,H
2015-10-11T21:00:00Z,13.4,11.7,10,80,H,H
2015-10-11T22:00:00Z,14.7,11.8,9.1,69,H,H
2015-10-11T23:00:00Z,16,12.1,8.3,60,H,H
2015-10-12T00:00:00Z,15.8,12.1,8.6,62,H,H
2015-10-12T01:00:00Z,17.2,12.5,8.1,55,H,H
2015-10-12T02:00:00Z,17.1,12,6.9,51,H,H
2015-10-12T03:00:00Z,17.2,11.9,6.4,49,H,H
2015-10-12T04:00:00Z,16.4,11.8,7.1,54,H,H
2015-10-12T05:00:00Z,15.5,11.5,7.5,59,H,H
2015-10-12T06:00:00Z,14,10.5,6.9,62,H,H
2015-10-12T07:00:00Z,12,9.2,6.1,67,H,H
2015-10-12T08:00:00Z,11.4,9.1,6.6,72,H,H
2015-10-12T09:00:00Z,10.8,9,6.9,77,H,H
2015-10-12T10:00:00Z,10.7,9,7.2,79,H,H
2015-10-12T11:00:00Z,9.8,8.6,7.2,84,H,H
2015-10-12T12:00:00Z,9.5,8.4,7.1,85,H,H
