Observation time UTC,Air temperature (dry bulb) [Deg C],Wet bulb temperature [Deg C],Dew point temperature [Deg C],Relative humidity [%],Data Source (dry bulb),Data Source (wet bulb)
2022-01-30T15:00:00Z,15.6,15.2,15,96,H,H
2022-01-30T16:00:00Z,14.7,14.7,14.7,100,H,H
2022-01-30T17:00:00Z,13.8,13.8,13.8,100,H,H
2022-01-30T18:00:00Z,13.8,13.8,13.8,100,H,H
2022-01-30T19:00:00Z,16.8,16.2,15.8,94,H,H
2022-01-30T20:00:00Z,19.6,16.2,13.8,69,H,H
2022-01-30T21:00:00Z,20.6,16.9,14.3,67,H,H
2022-01-30T22:00:00Z,21.6,16.8,13.3,59,H,H
2022-01-30T23:00:00Z,22.9,17.5,13.7,56,H,H
2022-01-31T00:00:00Z,23.4,17.9,14.1,56,H,H
2022-01-31T01:00:00Z,23.8,18.7,15.3,59,H,H
2022-01-31T02:00:00Z,22.9,18.3,15.3,62,H,H
2022-01-31T03:00:00Z,23.7,18.7,15.5,60,H,H
2022-01-31T04:00:00Z,24,18.6,15,57,H,H
2022-01-31T05:00:00Z,22.6,18.2,15.2,63,H,H
2022-01-31T06:00:00Z,21.7,17.6,14.9,65,H,H
2022-01-31T07:00:00Z,19.9,17.2,15.4,75,H,H
2022-01-31T08:00:00Z,19,17,15.7,81,H,H
2022-01-31T09:00:00Z,18.9,17.1,16,83,H,H
2022-01-31T10:00:00Z,18.6,17,15.9,84,H,H
2022-01-31T11:00:00Z,18.6,17,15.9,84,H,H
2022-01-31T12:00:00Z,18.5,16.8,15.6,83,H,H
2022-01-31T13:00:00Z,18.4,16.6,15.3,82,H,H
2022-01-31T14:00:00Z,18.3,16.5,15.2,82,H,H
2022-01-31T15:00:00Z,18.3,16.4,15,81,H,H
2022-01-31T16:00:00Z,18.3,16.1,14.6,79,H,H
2022-01-31T17:00:00Z,17.8,15.8,14.3,80,H,H
2022-01-31T18:00:00Z,17.8,15.8,14.3,80,H,H
2022-01-31T19:00:00Z,17.8,15.8,14.3,80,H,H
2022-01-31T20:00:00Z,19,16.4,14.5,75,H,H
2022-01-31T21:00:00Z,20.2,16.5,13.9,67,H,H
2022-01-31T22:00:00Z,21.6,16.9,13.5,60,H,H
2022-01-31T23:00:00Z,21.6,16.5,12.7,57,H,H
2022-02-01T00:00:00Z,23.2,17.3,13.1,53,H,H
2022-02-01T01:00:00Z,23.4,17.2,12.7,51,H,H
2022-02-01T02:00:00Z,22.5,17.5,14.1,59,H,H
2022-02-01T03:00:00Z,23,17.7,14,57,H,H
2022-02-01T04:00:00Z,22.4,17.5,14,59,H,H
2022-02-01T05:00:00Z,21.4,17,13.8,62,H,H
2022-02-01T06:00:00Z,20.4,16.6,13.9,66,H,H
2022-02-01T07:00:00Z,19.3,16.8,15,76,H,H
2022-02-01T08:00:00Z,18.9,16.9,15.6,81,H,H
2022-02-01T09:00:00Z,19,17.2,16.1,83,H,H
2022-02-01T10:00:00Z,18.8,17.3,16.2,85,H,H
2022-02-01T11:00:00Z,18.8,17.5,16.6,87,H,H
2022-02-01T12:00:00Z,18.3,17.7,17.3,94,H,H
2022-02-01T13:00:00Z,18.7,17.2,16.1,85,H,H
2022-02-01T14:00:00Z,18.5,18.4,18.4,99,H,H
2022-02-01T15:00:00Z,18.4,18.3,18.3,99,H,H
2022-02-01T16:00:00Z,18.3,17.7,17.3,94,H,H
2022-02-01T17:00:00Z,17.8,17.7,17.7,99,H,H
2022-02-01T18:00:00Z,17.5,17.5,17.5,100,H,H
2022-02-01T19:00:00Z,17.8,17.4,17.2,96,H,H
2022-02-01T20:00:00Z,18.4,17.6,17.1,92,H,H
2022-02-01T21:00:00Z,17.4,17.4,17.4,100,H,H
2022-02-01T22:00:00Z,20.3,18.4,17.1,82,H,H
2022-02-01T23:00:00Z,21,17.5,15.1,69,H,H
2022-02-02T00:00:00Z,21.8,18.5,16.3,71,H,H
2022-02-02T01:00:00Z,21.7,18.2,16,70,H,H
2022-02-02T02:00:00Z,21.2,18.4,16.6,75,H,H
2022-02-02T03:00:00Z,20.8,18,16.2,75,H,H
2022-02-02T04:00:00Z,20.2,17.4,15.4,74,H,H
2022-02-02T05:00:00Z,19.7,17.3,15.8,78,H,H
2022-02-02T06:00:00Z,19.8,17.6,16.1,79,H,H
2022-02-02T07:00:00Z,18.5,17.3,16.5,88,H,H
2022-02-02T08:00:00Z,19,17.5,16.4,85,H,H
2022-02-02T09:00:00Z,19,17.3,16.2,84,H,H
2022-02-02T10:00:00Z,18.8,18.4,18.2,96,H,H
2022-02-02T11:00:00Z,19,18.3,17.9,93,H,H
2022-02-02T12:00:00Z,18.7,18.3,18.1,96,H,H
2022-02-02T13:00:00Z,18.8,18.1,17.6,93,H,H
2022-02-02T14:00:00Z,18.3,18.3,18.3,100,H,H
2022-02-02T15:00:00Z,18.3,17.7,17.3,94,H,H
2022-02-02T16:00:00Z,18.5,18.1,17.9,96,H,H
2022-02-02T17:00:00Z,18.5,18.1,17.9,96,H,H
2022-02-02T18:00:00Z,18.5,17.8,17.4,93,H,H
2022-02-02T19:00:00Z,18.7,17.7,17,90,H,H
2022-02-02T20:00:00Z,18.7,18.2,17.9,95,H,H
2022-02-02T21:00:00Z,19.6,18.5,17.7,89,H,H
2022-02-02T22:00:00Z,19.8,18.8,18.1,90,H,H
2022-02-02T23:00:00Z,20.9,18.2,16.5,76,H,H
2022-02-03T00:00:00Z,22,18.9,17,73,H,H
2022-02-03T01:00:00Z,21.7,18.7,16.9,74,H,H
2022-02-03T02:00:00Z,21.8,18.5,16.3,71,H,H
2022-02-03T03:00:00Z,21.7,18.7,16.9,74,H,H
2022-02-03T04:00:00Z,22.5,19,16.8,70,H,H
2022-02-03T05:00:00Z,22.1,18.6,16.4,70,H,H
2022-02-03T06:00:00Z,20.8,18,16.2,75,H,H
2022-02-03T07:00:00Z,19.8,17.7,16.3,80,H,H
2022-02-03T08:00:00Z,18.8,17.2,16.1,84,H,H
2022-02-03T09:00:00Z,18.5,17,15.9,85,H,H
2022-02-03T10:00:00Z,18.5,17.7,17.2,92,H,H
2022-02-03T11:00:00Z,18,17.9,17.9,99,H,H
2022-02-03T12:00:00Z,18.6,17.9,17.5,93,H,H
2022-02-03T13:00:00Z,18.3,17.4,16.8,91,H,H
2022-02-03T14:00:00Z,18.4,18,17.8,96,H,H
2022-02-03T15:00:00Z,18,17,16.3,90,H,H
2022-02-03T16:00:00Z,18.2,17.7,17.4,95,H,H
2022-02-03T17:00:00Z,17.3,16.7,16.3,94,H,H
2022-02-03T18:00:00Z,17.3,17,16.8,97,H,H
2022-02-03T19:00:00Z,18,17.4,17,94,H,H
2022-02-03T20:00:00Z,19.4,17.3,15.9,80,H,H
2022-02-03T21:00:00Z,20.3,17.9,16.3,78,H,H
2022-02-03T22:00:00Z,21.5,18.2,16,71,H,H
2022-02-03T23:00:00Z,22.2,18.8,16.7,71,H,H
2022-02-04T00:00:00Z,22.8,19,16.6,68,H,H
2022-02-04T01:00:00Z,23.8,18.9,15.8,61,H,H
2022-02-04T02:00:00Z,24.4,18.9,15.4,57,H,H
2022-02-04T03:00:00Z,24.1,19.2,16.1,61,H,H
2022-02-04T04:00:00Z,23.7,18.7,15.5,60,H,H
2022-02-04T05:00:00Z,23.2,19.2,16.8,67,H,H
2022-02-04T06:00:00Z,21.2,18.4,16.6,75,H,H
2022-02-04T07:00:00Z,20.2,18.2,16.9,81,H,H
2022-02-04T08:00:00Z,19.7,17.8,16.5,82,H,H
2022-02-04T09:00:00Z,19.6,17.9,16.8,84,H,H
2022-02-04T10:00:00Z,19.6,18.1,17.2,86,H,H
2022-02-04T11:00:00Z,19.4,19,18.7,96,H,H
2022-02-04T12:00:00Z,19.4,18.4,17.7,90,H,H
2022-02-04T13:00:00Z,19.4,18.5,17.9,91,H,H
2022-02-04T14:00:00Z,19.2,18.6,18.2,94,H,H
2022-02-04T15:00:00Z,19.2,18.9,18.7,97,H,H
2022-02-04T16:00:00Z,19.3,18.7,18.3,94,H,H
2022-02-04T17:00:00Z,19.2,18.3,17.7,91,H,H
2022-02-04T18:00:00Z,19.3,18.5,18,92,H,H
2022-02-04T19:00:00Z,19.8,18.4,17.6,87,H,H
2022-02-04T20:00:00Z,20.8,18.4,16.8,78,H,H
2022-02-04T21:00:00Z,20.9,18.7,17.3,80,H,H
2022-02-04T22:00:00Z,22.2,18.9,16.9,72,H,H
2022-02-04T23:00:00Z,20.9,20,19.6,92,H,H
2022-02-05T00:00:00Z,21.6,19.5,18.2,81,H,H
2022-02-05T01:00:00Z,21.9,19.6,18.3,80,H,H
2022-02-05T02:00:00Z,24,20.2,18,69,H,H
2022-02-05T03:00:00Z,22.8,19.9,18.1,75,H,H
2022-02-05T04:00:00Z,22.4,19.6,18,76,H,H
2022-02-05T05:00:00Z,22.2,19.4,17.8,76,H,H
2022-02-05T06:00:00Z,21.4,18.8,17.2,77,H,H
2022-02-05T07:00:00Z,20.7,18.7,17.5,82,H,H
2022-02-05T08:00:00Z,19.9,19,18.4,91,H,H
2022-02-05T09:00:00Z,19.9,19.7,19.6,98,H,H
2022-02-05T10:00:00Z,20,19.5,19.2,95,H,H
2022-02-05T11:00:00Z,19.8,19.2,18.8,94,H,H
2022-02-05T12:00:00Z,19.6,19.2,19,96,H,H
2022-02-05T13:00:00Z,19.6,19.3,19.1,97,H,H
2022-02-05T14:00:00Z,19.5,19,18.7,95,H,H
2022-02-05T15:00:00Z,19.6,19.4,19.3,98,H,H
2022-02-05T16:00:00Z,19.8,19.7,19.6,99,H,H
2022-02-05T17:00:00Z,19.8,19.2,18.8,94,H,H
2022-02-05T18:00:00Z,20,20,20,100,H,H
2022-02-05T19:00:00Z,20.2,20,19.9,98,H,H
2022-02-05T20:00:00Z,20.3,20.3,20.3,100,H,H
2022-02-05T21:00:00Z,21.5,20.3,19.6,89,H,H
2022-02-05T22:00:00Z,20.9,20.9,20.9,100,H,H
2022-02-05T23:00:00Z,19.1,19.1,19.1,100,H,H
2022-02-06T00:00:00Z,18.7,18.7,18.7,100,H,H
2022-02-06T01:00:00Z,18.3,18.3,18.3,100,H,H
2022-02-06T02:00:00Z,18.8,18.8,18.8,100,H,H
2022-02-06T03:00:00Z,19.9,19.9,19.9,100,H,H
2022-02-06T04:00:00Z,20.1,20.1,20.1,100,H,H
2022-02-06T05:00:00Z,16.8,16.6,16.5,98,H,H
2022-02-06T06:00:00Z,16.3,15.7,15.3,94,H,H
2022-02-06T07:00:00Z,15.5,15,14.5,94,H,H
2022-02-06T08:00:00Z,15.5,14.9,14.4,93,H,H
2022-02-06T09:00:00Z,15.3,14.7,14.2,93,H,H
2022-02-06T10:00:00Z,15.3,14.7,14.2,93,H,H
2022-02-06T11:00:00Z,15.4,14.6,13.9,91,H,H
2022-02-06T12:00:00Z,15.6,14.5,13.6,88,H,H
2022-02-06T13:00:00Z,15.6,14.6,13.8,89,H,H
2022-02-06T14:00:00Z,15.5,14.7,14,91,H,H
2022-02-06T15:00:00Z,15.4,14.9,14.4,94,H,H
2022-02-06T16:00:00Z,15.4,15,14.8,96,H,H
2022-02-06T17:00:00Z,15.8,15.2,14.7,93,H,H
2022-02-06T18:00:00Z,15.4,15,14.8,96,H,H
2022-02-06T19:00:00Z,15.3,15.1,15,98,H,H
2022-02-06T20:00:00Z,15.5,15.5,15.5,100,H,H
2022-02-06T21:00:00Z,16.2,16.2,16.2,100,H,H
2022-02-06T22:00:00Z,16.8,16.7,16.7,99,H,H
2022-02-06T23:00:00Z,18,18,18,100,H,H
2022-02-07T00:00:00Z,18.7,18.7,18.7,100,H,H
2022-02-07T01:00:00Z,19.5,19.5,19.5,100,H,H
2022-02-07T02:00:00Z,20.3,20.1,20,98,H,H
2022-02-07T03:00:00Z,21.1,18.9,17.5,80,H,H
2022-02-07T04:00:00Z,22.1,19.5,17.9,77,H,H
2022-02-07T05:00:00Z,20.8,19.8,19.3,91,H,H
2022-02-07T06:00:00Z,20.4,20.4,20.4,100,H,H
2022-02-07T07:00:00Z,19.8,19.8,19.8,100,H,H
2022-02-07T08:00:00Z,19.3,19.3,19.3,100,H,H
2022-02-07T09:00:00Z,19.3,19.3,19.3,100,H,H
2022-02-07T10:00:00Z,18.9,18.9,18.9,100,H,H
2022-02-07T11:00:00Z,18.8,18.8,18.8,100,H,H
2022-02-07T12:00:00Z,18.8,18.8,18.8,100,H,H
2022-02-07T13:00:00Z,18.6,18.6,18.6,100,H,H
2022-02-07T14:00:00Z,18.7,18.7,18.7,100,H,H
2022-02-07T15:00:00Z,18.7,18.7,18.7,100,H,H
2022-02-07T16:00:00Z,18.5,18.5,18.5,100,H,H
2022-02-07T17:00:00Z,18.8,18.6,18.5,98,H,H
2022-02-07T18:00:00Z,18.8,18.4,18.2,96,H,H
2022-02-07T19:00:00Z,19.5,19.2,19,97,H,H
2022-02-07T20:00:00Z,20.7,19.1,18.1,85,H,H
2022-02-07T21:00:00Z,22.8,20.1,18.6,77,H,H
2022-02-07T22:00:00Z,24.2,20.6,18.6,71,H,H
2022-02-07T23:00:00Z,24.7,20.7,18.4,68,H,H
2022-02-08T00:00:00Z,25.7,21.4,19.1,67,H,H
2022-02-08T01:00:00Z,25.3,21.2,19,68,H,H
2022-02-08T02:00:00Z,24.7,21.4,19.5,73,H,H
2022-02-08T03:00:00Z,24.3,21.9,20.6,80,H,H
2022-02-08T04:00:00Z,22.8,21.4,20.7,88,H,H
2022-02-08T05:00:00Z,21.7,21.7,21.7,100,H,H
2022-02-08T06:00:00Z,21.8,21.8,21.8,100,H,H
2022-02-08T07:00:00Z,21,21,21,100,H,H
2022-02-08T08:00:00Z,20.6,20.6,20.6,100,H,H
2022-02-08T09:00:00Z,20.5,20.5,20.5,100,H,H
2022-02-08T10:00:00Z,20.4,20.4,20.4,100,H,H
2022-02-08T11:00:00Z,20.4,20.4,20.4,100,H,H
2022-02-08T12:00:00Z,20.5,20.5,20.5,100,H,H
2022-02-08T13:00:00Z,20.5,20.5,20.5,100,H,H
2022-02-08T14:00:00Z,20.5,20.5,20.5,100,H,H
2022-02-08T15:00:00Z,20.3,20.3,20.3,100,H,H
2022-02-08T16:00:00Z,20,20,20,100,H,H
2022-02-08T17:00:00Z,19.8,19.8,19.8,100,H,H
2022-02-08T18:00:00Z,19.9,19.9,19.9,100,H,H
2022-02-08T19:00:00Z,19.6,19.6,19.6,100,H,H
2022-02-08T20:00:00Z,19.8,19.8,19.8,100,H,H
2022-02-08T21:00:00Z,20.2,20.2,20.2,100,H,H
2022-02-08T22:00:00Z,20.4,20.4,20.4,100,H,H
2022-02-08T23:00:00Z,20.4,20.4,20.4,100,H,H
2022-02-09T00:00:00Z,20.5,20.4,20.3,99,H,H
2022-02-09T01:00:00Z,20.8,20.4,20.2,96,H,H
2022-02-09T02:00:00Z,21.3,20.1,19.4,89,H,H
2022-02-09T03:00:00Z,21.2,20.1,19.5,90,H,H
2022-02-09T04:00:00Z,21.1,20,19.4,90,H,H
2022-02-09T05:00:00Z,20.4,20.4,20.4,100,H,H
2022-02-09T06:00:00Z,20.3,20.3,20.3,100,H,H
2022-02-09T07:00:00Z,19.9,19.9,19.9,100,H,H
2022-02-09T08:00:00Z,20,20,20,100,H,H
2022-02-09T09:00:00Z,20,20,20,100,H,H
2022-02-09T10:00:00Z,20,20,20,100,H,H
2022-02-09T11:00:00Z,19.8,19.8,19.8,100,H,H
2022-02-09T12:00:00Z,20,20,20,100,H,H
2022-02-09T13:00:00Z,19.8,19.8,19.8,100,H,H
2022-02-09T14:00:00Z,19.8,19.8,19.8,100,H,H
2022-02-09T15:00:00Z,19.6,19.6,19.6,100,H,H
2022-02-09T16:00:00Z,19.6,19.6,19.6,100,H,H
2022-02-09T17:00:00Z,19.8,19.8,19.8,100,H,H
2022-02-09T18:00:00Z,20.1,20.1,20.1,100,H,H
2022-02-09T19:00:00Z,20.4,20.4,20.4,100,H,H
2022-02-09T20:00:00Z,21.2,21.2,21.2,100,H,H
2022-02-09T21:00:00Z,21.9,21.9,21.9,100,H,H
2022-02-09T22:00:00Z,22.6,22,21.8,95,H,H
2022-02-09T23:00:00Z,23.5,22.6,22.1,92,H,H
2022-02-10T00:00:00Z,24.5,21.7,20.2,77,H,H
2022-02-10T01:00:00Z,24.5,21.7,20.2,77,H,H
2022-02-10T02:00:00Z,24.2,21.4,19.9,77,H,H
2022-02-10T03:00:00Z,22.5,22.5,22.5,100,H,H
2022-02-10T04:00:00Z,24.9,21.5,19.7,73,H,H
2022-02-10T05:00:00Z,25,21.5,19.6,72,H,H
2022-02-10T06:00:00Z,23.9,20.9,19.2,75,H,H
2022-02-10T07:00:00Z,22.5,20.6,19.5,83,H,H
2022-02-10T08:00:00Z,21.6,20.7,20.2,92,H,H
2022-02-10T09:00:00Z,21.1,20.3,19.9,93,H,H
2022-02-10T10:00:00Z,21.1,20.3,19.9,93,H,H
2022-02-10T11:00:00Z,21.1,20.6,20.3,95,H,H
2022-02-10T12:00:00Z,21.1,20.8,20.6,97,H,H
2022-02-10T13:00:00Z,20.8,20.8,20.8,100,H,H
2022-02-10T14:00:00Z,20.7,20.1,19.7,94,H,H
2022-02-10T15:00:00Z,20.4,19.6,19.1,92,H,H
2022-02-10T16:00:00Z,19.6,19,18.6,94,H,H
2022-02-10T17:00:00Z,19.8,19.7,19.6,99,H,H
2022-02-10T18:00:00Z,18.8,18.8,18.8,100,H,H
2022-02-10T19:00:00Z,19.6,19.6,19.6,100,H,H
2022-02-10T20:00:00Z,20.8,20.1,19.6,93,H,H
2022-02-10T21:00:00Z,21.6,19.7,18.6,83,H,H
2022-02-10T22:00:00Z,22.9,20,18.2,75,H,H
2022-02-10T23:00:00Z,22.9,19.8,18,74,H,H
2022-02-11T00:00:00Z,21.6,21.4,21.3,98,H,H
2022-02-11T01:00:00Z,21.2,21.2,21.2,100,H,H
2022-02-11T02:00:00Z,21,21,21,100,H,H
2022-02-11T03:00:00Z,21.1,21.1,21.1,100,H,H
2022-02-11T04:00:00Z,21.2,21.2,21.2,100,H,H
2022-02-11T05:00:00Z,21.2,21.2,21.2,100,H,H
2022-02-11T06:00:00Z,21,21,21,100,H,H
2022-02-11T07:00:00Z,20.9,20.9,20.9,100,H,H
2022-02-11T08:00:00Z,20.9,20.9,20.9,100,H,H
2022-02-11T09:00:00Z,21.6,21.6,21.6,100,H,H
2022-02-11T10:00:00Z,21.8,21.8,21.8,100,H,H
2022-02-11T11:00:00Z,21.9,21.9,21.9,100,H,H
2022-02-11T12:00:00Z,22.1,22.1,22.1,100,H,H
2022-02-11T13:00:00Z,22.2,22.2,22.2,100,H,H
2022-02-11T14:00:00Z,22.2,22.2,22.2,100,H,H
2022-02-11T15:00:00Z,22.2,22.2,22.2,100,H,H
2022-02-11T16:00:00Z,22.2,22.2,22.2,100,H,H
2022-02-11T17:00:00Z,22.1,22.1,22.1,100,H,H
2022-02-11T18:00:00Z,22.2,22.2,22.2,100,H,H
2022-02-11T19:00:00Z,22.5,22.5,22.5,100,H,H
2022-02-11T20:00:00Z,22.7,22.7,22.7,100,H,H
2022-02-11T21:00:00Z,23.2,23.2,23.2,100,H,H
2022-02-11T22:00:00Z,24.2,23.9,23.7,97,H,H
2022-02-11T23:00:00Z,24.8,24,23.6,93,H,H
2022-02-12T00:00:00Z,24.2,24,23.9,98,H,H
2022-02-12T01:00:00Z,23.7,23.7,23.7,100,H,H
2022-02-12T02:00:00Z,23.9,23.7,23.6,98,H,H
2022-02-12T03:00:00Z,23.2,23.2,23.2,100,H,H
2022-02-12T04:00:00Z,23.3,23.3,23.3,100,H,H
2022-02-12T05:00:00Z,23.1,23.1,23.1,100,H,H
2022-02-12T06:00:00Z,22.8,22.8,22.8,100,H,H
2022-02-12T07:00:00Z,22.8,22.8,22.8,100,H,H
2022-02-12T08:00:00Z,22.8,22.8,22.8,100,H,H
2022-02-12T09:00:00Z,22.8,22.8,22.8,100,H,H
2022-02-12T10:00:00Z,22.7,22.7,22.7,100,H,H
2022-02-12T11:00:00Z,22.8,22.8,22.8,100,H,H
2022-02-12T12:00:00Z,22.6,22.6,22.6,100,H,H
2022-02-12T13:00:00Z,22.9,22.9,22.9,100,H,H
2022-02-12T14:00:00Z,22.9,22.9,22.9,100,H,H
2022-02-12T15:00:00Z,22.9,21.1,20.1,84,H,H
2022-02-12T16:00:00Z,22.6,21,20.1,86,H,H
2022-02-12T17:00:00Z,21.7,20.6,20,90,H,H
2022-02-12T18:00:00Z,21.2,20.1,19.5,90,H,H
2022-02-12T19:00:00Z,20.7,19.5,18.8,89,H,H
2022-02-12T20:00:00Z,20.8,18.7,17.4,81,H,H
2022-02-12T21:00:00Z,20.9,18.7,17.3,80,H,H
2022-02-12T22:00:00Z,20.6,19.8,19.3,92,H,H
2022-02-12T23:00:00Z,20.7,19.6,19,90,H,H
2022-02-13T00:00:00Z,20,17.7,16.3,79,H,H
2022-02-13T01:00:00Z,21.1,18.1,16.1,73,H,H
2022-02-13T02:00:00Z,20.9,17.8,15.7,72,H,H
2022-02-13T03:00:00Z,20.4,17.2,15,71,H,H
2022-02-13T04:00:00Z,18.9,16.4,14.6,76,H,H
2022-02-13T05:00:00Z,16.7,15.6,14.9,89,H,H
2022-02-13T06:00:00Z,15.6,15.1,14.8,95,H,H
2022-02-13T07:00:00Z,15.6,15.5,15.4,99,H,H
2022-02-13T08:00:00Z,14.6,14.1,13.7,94,H,H
2022-02-13T09:00:00Z,13.8,13.5,13.2,96,H,H
2022-02-13T10:00:00Z,13.4,13.1,12.8,96,H,H
2022-02-13T11:00:00Z,13.4,12.8,12.3,93,H,H
2022-02-13T12:00:00Z,13.5,13,12.6,94,H,H
2022-02-13T13:00:00Z,13.4,12.5,11.8,90,H,H
2022-02-13T14:00:00Z,13.5,12.2,11,85,H,H
2022-02-13T15:00:00Z,13.1,11.7,10.5,84,H,H
2022-02-13T16:00:00Z,12.2,11.2,10.3,88,H,H
2022-02-13T17:00:00Z,11.4,10.5,9.7,89,H,H
2022-02-13T18:00:00Z,11,10.1,9.1,88,H,H
2022-02-13T19:00:00Z,12.8,11.4,10.2,84,H,H
2022-02-13T20:00:00Z,14.3,12.1,10.1,76,H,H
2022-02-13T21:00:00Z,16.4,13.4,10.7,69,H,H
2022-02-13T22:00:00Z,17.4,14.1,11.5,68,H,H
2022-02-13T23:00:00Z,18.7,15,12,65,H,H
2022-02-14T00:00:00Z,19.9,14.7,10.3,54,H,H
2022-02-14T01:00:00Z,19.3,14.8,11.1,59,H,H
2022-02-14T02:00:00Z,20.8,15.1,10.3,51,H,H
2022-02-14T03:00:00Z,18.9,14.6,11,60,H,H
2022-02-14T04:00:00Z,19.3,14.9,11.4,60,H,H
2022-02-14T05:00:00Z,18.5,14.8,11.8,65,H,H
2022-02-14T06:00:00Z,17.6,13.4,9.8,60,H,H
2022-02-14T07:00:00Z,15.6,12,8.6,63,H,H
2022-02-14T08:00:00Z,13.4,10.7,8.1,70,H,H
2022-02-14T09:00:00Z,12.3,9.9,7.4,72,H,H
2022-02-14T10:00:00Z,12.1,9.7,7,71,H,H
2022-02-14T11:00:00Z,12.1,9.4,6.4,68,H,H
2022-02-14T12:00:00Z,12,9.5,6.7,70,H,H
2022-02-14T13:00:00Z,10.7,8.8,6.7,76,H,H
2022-02-14T14:00:00Z,10.9,9.1,7,77,H,H
2022-02-14T15:00:00Z,9.1,7.8,6.2,82,H,H
2022-02-14T16:00:00Z,8.2,7.5,6.7,90,H,H
2022-02-14T17:00:00Z,8.4,8,7.5,94,H,H
2022-02-14T18:00:00Z,8.9,7.8,6.5,85,H,H
2022-02-14T19:00:00Z,12,9.6,7.1,72,H,H
2022-02-14T20:00:00Z,14.4,11.2,7.9,65,H,H
2022-02-14T21:00:00Z,16.7,13,9.6,63,H,H
2022-02-14T22:00:00Z,17.7,13.3,9.4,58,H,H
2022-02-14T23:00:00Z,18.8,13.5,8.8,52,H,H
2022-02-15T00:00:00Z,20.4,14.7,9.9,51,H,H
2022-02-15T01:00:00Z,21.2,14.5,8.5,44,H,H
2022-02-15T02:00:00Z,23,15.5,9.1,41,H,H
2022-02-15T03:00:00Z,23.8,15.6,8.6,38,H,H
2022-02-15T04:00:00Z,24.4,16.2,9.6,39,H,H
2022-02-15T05:00:00Z,24.3,16.3,9.9,40,H,H
2022-02-15T06:00:00Z,22.8,16,10.6,46,H,H
2022-02-15T07:00:00Z,18.9,15.5,12.9,68,H,H
2022-02-15T08:00:00Z,16.6,14,12,74,H,H
2022-02-15T09:00:00Z,15.9,13.8,12.1,78,H,H
2022-02-15T10:00:00Z,16,13.7,11.8,76,H,H
2022-02-15T11:00:00Z,14.1,13.2,12.5,90,H,H
2022-02-15T12:00:00Z,13.2,12.3,11.4,89,H,H
2022-02-15T13:00:00Z,12.1,11.7,11.3,95,H,H
2022-02-15T14:00:00Z,11.7,11.7,11.7,100,H,H
2022-02-15T15:00:00Z,11.2,11.1,11.1,99,H,H
2022-02-15T16:00:00Z,10.7,10.7,10.7,100,H,H
2022-02-15T17:00:00Z,10.7,10.7,10.7,100,H,H
2022-02-15T18:00:00Z,10.8,10.8,10.8,100,H,H
2022-02-15T19:00:00Z,12.2,12.2,12.2,100,H,H
2022-02-15T20:00:00Z,15.1,14.1,13.3,89,H,H
2022-02-15T21:00:00Z,17,14.7,12.9,77,H,H
2022-02-15T22:00:00Z,18.2,14.7,12,67,H,H
2022-02-15T23:00:00Z,19.9,15.9,12.9,64,H,H
2022-02-16T00:00:00Z,20.8,16,12.3,58,H,H
2022-02-16T01:00:00Z,22.5,16.7,12.5,53,H,H
2022-02-16T02:00:00Z,24.1,17.4,12.4,48,H,H
2022-02-16T03:00:00Z,24,17.4,12.7,49,H,H
2022-02-16T04:00:00Z,24.5,17.7,12.8,48,H,H
2022-02-16T05:00:00Z,23.9,17.6,13.2,51,H,H
2022-02-16T06:00:00Z,22,16.9,13.1,57,H,H
2022-02-16T07:00:00Z,19.8,15.7,12.6,63,H,H
2022-02-16T08:00:00Z,17.4,14.5,12.1,71,H,H
2022-02-16T09:00:00Z,16.1,13.8,11.9,76,H,H
2022-02-16T10:00:00Z,15.3,13.1,11.1,76,H,H
2022-02-16T11:00:00Z,14,12.4,11,82,H,H
2022-02-16T12:00:00Z,13,11.7,10.6,85,H,H
2022-02-16T13:00:00Z,12.9,11.7,10.6,86,H,H
2022-02-16T14:00:00Z,12.7,11.7,10.8,88,H,H
2022-02-16T15:00:00Z,12.1,11.3,10.5,90,H,H
2022-02-16T16:00:00Z,11.5,11.1,10.7,95,H,H
2022-02-16T17:00:00Z,11.8,11.3,10.9,94,H,H
2022-02-16T18:00:00Z,11.8,11.3,10.9,94,H,H
2022-02-16T19:00:00Z,13.2,12.6,12.1,93,H,H
2022-02-16T20:00:00Z,16.2,14.4,13,81,H,H
2022-02-16T21:00:00Z,19.1,15.1,11.9,63,H,H
2022-02-16T22:00:00Z,20.4,16,12.6,61,H,H
2022-02-16T23:00:00Z,21.8,16.6,12.6,56,H,H
2022-02-17T00:00:00Z,22.5,17.8,14.6,61,H,H
2022-02-17T01:00:00Z,22.8,17.5,13.8,57,H,H
2022-02-17T02:00:00Z,23.3,18.1,14.6,58,H,H
2022-02-17T03:00:00Z,22.7,17.3,13.5,56,H,H
2022-02-17T04:00:00Z,21.8,15.8,10.9,50,H,H
2022-02-17T05:00:00Z,21.2,15.7,11.3,53,H,H
2022-02-17T06:00:00Z,19.7,15.9,13,65,H,H
2022-02-17T07:00:00Z,18.5,15.8,13.8,74,H,H
2022-02-17T08:00:00Z,17.8,15.7,14.1,79,H,H
2022-02-17T09:00:00Z,17.4,15.4,13.9,80,H,H
2022-02-17T10:00:00Z,16.4,15.2,14.2,87,H,H
2022-02-17T11:00:00Z,15.8,14.9,14.2,90,H,H
