Frequency [D/H],Data Type,Observation time UTC,Data Source,Radiation [MJ/m2],PERIOD [hrs]
D,Global,2020-03-03T10:59:00Z,D,17.04,24
D,Global,2020-03-04T10:59:00Z,D,8.47,24
D,Global,2020-03-05T10:59:00Z,D,17.97,24
D,Global,2020-03-06T10:59:00Z,D,22.73,24
D,Global,2020-03-07T10:59:00Z,D,18.09,24
D,Global,2020-03-08T10:59:00Z,D,23.79,24
D,Global,2020-03-09T10:59:00Z,D,10.66,24
D,Global,2020-03-10T10:59:00Z,D,18.27,24
D,Global,2020-03-11T10:59:00Z,D,14.65,24
D,Global,2020-03-12T10:59:00Z,D,23.07,24
D,Global,2020-03-13T10:59:00Z,D,16.2,24
D,Global,2020-03-14T10:59:00Z,D,22.42,24
D,Global,2020-03-15T10:59:00Z,D,22.36,24
D,Global,2020-03-16T10:59:00Z,D,12.05,24
D,Global,2020-03-17T10:59:00Z,D,12.56,24
D,Global,2020-03-18T10:59:00Z,D,21.51,24
D,Global,2020-03-19T10:59:00Z,D,14.61,24
D,Global,2020-03-20T10:59:00Z,D,16.66,24
D,Global,2020-03-21T10:59:00Z,D,13.23,24
D,Global,2020-03-22T10:59:00Z,D,6.14,24
D,Global,2020-03-23T10:59:00Z,D,6.99,24
D,Global,2020-03-24T10:59:00Z,D,16.1,24
D,Global,2020-03-25T10:59:00Z,D,13.99,24
D,Global,2020-03-26T10:59:00Z,D,15,24
D,Global,2020-03-27T10:59:00Z,D,8.07,24
D,Global,2020-03-28T10:59:00Z,D,15.33,24
D,Global,2020-03-29T10:59:00Z,D,15.92,24
D,Global,2020-03-30T10:59:00Z,D,9.06,24
D,Global,2020-03-31T10:59:00Z,D,18.64,24
D,Global,2020-04-01T10:59:00Z,D,16.61,24
D,Global,2020-04-02T10:59:00Z,D,18.24,24
D,Global,2020-04-03T10:59:00Z,D,17.49,24
D,Global,2020-04-04T10:59:00Z,D,14.29,24
D,Global,2020-04-05T11:59:00Z,D,16.88,24
D,Global,2020-04-06T11:59:00Z,D,16.62,24
D,Global,2020-04-07T11:59:00Z,D,15.98,24
D,Global,2020-04-08T11:59:00Z,D,9.31,24
D,Global,2020-04-09T11:59:00Z,D,9.73,24
D,Global,2020-04-10T11:59:00Z,D,15.66,24
D,Global,2020-04-11T11:59:00Z,D,15.96,24
D,Global,2020-04-12T11:59:00Z,D,10.73,24
D,Global,2020-04-13T11:59:00Z,D,13.5,24
D,Global,2020-04-14T11:59:00Z,D,14.23,24
D,Global,2020-04-15T11:59:00Z,D,8.91,24
D,Global,2020-04-16T11:59:00Z,D,10.52,24
D,Global,2020-04-17T11:59:00Z,D,4.09,24
D,Global,2020-04-18T11:59:00Z,D,10.19,24
D,Global,2020-04-19T11:59:00Z,D,7.63,24
D,Global,2020-04-20T11:59:00Z,D,11.04,24
D,Global,2020-04-21T11:59:00Z,D,5.27,24
D,Global,2020-04-22T11:59:00Z,D,13.68,24
D,Global,2020-04-23T11:59:00Z,D,7.92,24
D,Global,2020-04-24T11:59:00Z,D,10.3,24
D,Global,2020-04-25T11:59:00Z,D,13.96,24
D,Global,2020-04-26T11:59:00Z,D,14.24,24
D,Global,2020-04-27T11:59:00Z,D,13.26,24
D,Global,2020-04-28T11:59:00Z,D,13.82,24
D,Global,2020-04-29T11:59:00Z,D,13.3,24
D,Global,2020-04-30T11:59:00Z,D,9.75,24
D,Global,2020-05-01T11:59:00Z,D,12.82,24
D,Global,2020-05-02T11:59:00Z,D,9.53,24
D,Global,2020-05-03T11:59:00Z,D,1.58,24
D,Global,2020-05-04T11:59:00Z,D,7.04,24
D,Global,2020-05-05T11:59:00Z,D,7.65,24
D,Global,2020-05-06T11:59:00Z,D,12.51,24
D,Global,2020-05-07T11:59:00Z,D,9.78,24
D,Global,2020-05-08T11:59:00Z,D,12.85,24
D,Global,2020-05-09T11:59:00Z,D,12.06,24
D,Global,2020-05-10T11:59:00Z,D,6.07,24
D,Global,2020-05-11T11:59:00Z,D,10.98,24
D,Global,2020-05-12T11:59:00Z,D,9.77,24
D,Global,2020-05-13T11:59:00Z,D,7.51,24
D,Global,2020-05-14T11:59:00Z,D,8.37,24
D,Global,2020-05-15T11:59:00Z,D,9.27,24
D,Global,2020-05-16T11:59:00Z,D,9.07,24
D,Global,2020-05-17T11:59:00Z,D,11.06,24
D,Global,2020-05-18T11:59:00Z,D,11.31,24
D,Global,2020-05-19T11:59:00Z,D,8.52,24
D,Global,2020-05-20T11:59:00Z,D,11.24,24
D,Global,2020-05-21T11:59:00Z,D,11.08,24
D,Global,2020-05-22T11:59:00Z,D,10.99,24
D,Global,2020-05-23T11:59:00Z,D,7.96,24
D,Global,2020-05-24T11:59:00Z,D,2.16,24
D,Global,2020-05-25T11:59:00Z,D,3.6,24
D,Global,2020-05-26T11:59:00Z,D,8.69,24
D,Global,2020-05-27T11:59:00Z,D,4.63,24
D,Global,2020-05-28T11:59:00Z,D,9.29,24
D,Global,2020-05-29T11:59:00Z,D,4.11,24
D,Global,2020-05-30T11:59:00Z,D,5.74,24
D,Global,2020-05-31T11:59:00Z,D,6.22,24
D,Global,2020-06-01T11:59:00Z,D,2.23,24
D,Global,2020-06-02T11:59:00Z,D,8.44,24
D,Global,2020-06-03T11:59:00Z,D,8.76,24
D,Global,2020-06-04T11:59:00Z,D,4.23,24
D,Global,2020-06-05T11:59:00Z,D,6.61,24
D,Global,2020-06-06T11:59:00Z,D,5.6,24
D,Global,2020-06-07T11:59:00Z,D,7.99,24
D,Global,2020-06-08T11:59:00Z,D,8.62,24
D,Global,2020-06-09T11:59:00Z,D,7.05,24
D,Global,2020-06-10T11:59:00Z,D,9.73,24
D,Global,2020-06-11T11:59:00Z,D,5.54,24
D,Global,2020-06-12T11:59:00Z,D,4.76,24
D,Global,2020-06-13T11:59:00Z,D,6.22,24
D,Global,2020-06-14T11:59:00Z,D,8.64,24
D,Global,2020-06-15T11:59:00Z,D,4.94,24
D,Global,2020-06-16T11:59:00Z,D,4.05,24
D,Global,2020-06-17T11:59:00Z,D,4.14,24
D,Global,2020-06-18T11:59:00Z,D,2.81,24
D,Global,2020-06-19T11:59:00Z,D,1.43,24
D,Global,2020-06-20T11:59:00Z,D,5.33,24
D,Global,2020-06-21T11:59:00Z,D,3.29,24
D,Global,2020-06-22T11:59:00Z,D,9.33,24
D,Global,2020-06-23T11:59:00Z,D,9.32,24
D,Global,2020-06-24T11:59:00Z,D,4.51,24
D,Global,2020-06-25T11:59:00Z,D,1.51,24
D,Global,2020-06-26T11:59:00Z,D,3.91,24
D,Global,2020-06-27T11:59:00Z,D,1.28,24
D,Global,2020-06-28T11:59:00Z,D,6.75,24
D,Global,2020-06-29T11:59:00Z,D,6.25,24
D,Global,2020-06-30T11:59:00Z,D,6.55,24
D,Global,2020-07-01T11:59:00Z,D,8.13,24
D,Global,2020-07-02T11:59:00Z,D,8.41,24
D,Global,2020-07-03T11:59:00Z,D,9.79,24
D,Global,2020-07-04T11:59:00Z,D,4.15,24
D,Global,2020-07-05T11:59:00Z,D,4.49,24
D,Global,2020-07-06T11:59:00Z,D,4.33,24
D,Global,2020-07-07T11:59:00Z,D,5.7,24
D,Global,2020-07-08T11:59:00Z,D,5.45,24
D,Global,2020-07-09T11:59:00Z,D,9.96,24
D,Global,2020-07-10T11:59:00Z,D,9.91,24
D,Global,2020-07-11T11:59:00Z,D,5.59,24
D,Global,2020-07-12T11:59:00Z,D,6.31,24
D,Global,2020-07-13T11:59:00Z,D,3.43,24
D,Global,2020-07-14T11:59:00Z,D,2.99,24
D,Global,2020-07-15T11:59:00Z,D,1.74,24
D,Global,2020-07-16T11:59:00Z,D,1.79,24
D,Global,2020-07-17T11:59:00Z,D,3.07,24
D,Global,2020-07-18T11:59:00Z,D,3.49,24
D,Global,2020-07-19T11:59:00Z,D,9.8,24
D,Global,2020-07-20T11:59:00Z,D,5.1,24
D,Global,2020-07-21T11:59:00Z,D,4.46,24
D,Global,2020-07-22T11:59:00Z,D,5.96,24
D,Global,2020-07-23T11:59:00Z,D,10.15,24
D,Global,2020-07-24T11:59:00Z,D,8.61,24
D,Global,2020-07-25T11:59:00Z,D,8.39,24
D,Global,2020-07-26T11:59:00Z,D,10.79,24
D,Global,2020-07-27T11:59:00Z,D,11.64,24
D,Global,2020-07-28T11:59:00Z,D,6.17,24
D,Global,2020-07-29T11:59:00Z,D,10.36,24
D,Global,2020-07-30T11:59:00Z,D,6.77,24
D,Global,2020-07-31T11:59:00Z,D,3.92,24
D,Global,2020-08-01T11:59:00Z,D,6.54,24
D,Global,2020-08-02T11:59:00Z,D,5.14,24
D,Global,2020-08-03T11:59:00Z,D,10.76,24
D,Global,2020-08-04T11:59:00Z,D,12.37,24
D,Global,2020-08-05T11:59:00Z,D,12.37,24
D,Global,2020-08-06T11:59:00Z,D,3.82,24
D,Global,2020-08-07T11:59:00Z,D,7.8,24
D,Global,2020-08-08T11:59:00Z,D,11.06,24
D,Global,2020-08-09T11:59:00Z,D,7.09,24
D,Global,2020-08-10T11:59:00Z,D,7.46,24
D,Global,2020-08-11T11:59:00Z,D,1.63,24
D,Global,2020-08-12T11:59:00Z,D,11.46,24
D,Global,2020-08-13T11:59:00Z,D,11.92,24
D,Global,2020-08-14T11:59:00Z,D,9.99,24
D,Global,2020-08-15T11:59:00Z,D,14.37,24
D,Global,2020-08-16T11:59:00Z,D,14.52,24
D,Global,2020-08-17T11:59:00Z,D,14.61,24
D,Global,2020-08-18T11:59:00Z,D,7.36,24
D,Global,2020-08-19T11:59:00Z,D,2.64,24
D,Global,2020-08-20T11:59:00Z,D,5.08,24
D,Global,2020-08-21T11:59:00Z,D,5.93,24
D,Global,2020-08-22T11:59:00Z,D,12.78,24
D,Global,2020-08-23T11:59:00Z,D,7.08,24
D,Global,2020-08-24T11:59:00Z,D,6.61,24
D,Global,2020-08-25T11:59:00Z,D,10.01,24
D,Global,2020-08-26T11:59:00Z,D,12.39,24
D,Global,2020-08-27T11:59:00Z,D,10.73,24
D,Global,2020-08-28T11:59:00Z,D,14.37,24
D,Global,2020-08-29T11:59:00Z,D,8.58,24
D,Global,2020-08-30T11:59:00Z,D,14.06,24
D,Global,2020-08-31T11:59:00Z,D,16.95,24
D,Global,2020-09-01T11:59:00Z,D,9.28,24
D,Global,2020-09-02T11:59:00Z,D,15.68,24
D,Global,2020-09-03T11:59:00Z,D,17.46,24
D,Global,2020-09-04T11:59:00Z,D,18.07,24
D,Global,2020-09-05T11:59:00Z,D,16.76,24
D,Global,2020-09-06T11:59:00Z,D,11.05,24
D,Global,2020-09-07T11:59:00Z,D,11.87,24
D,Global,2020-09-08T11:59:00Z,D,18.72,24
D,Global,2020-09-09T11:59:00Z,D,15.53,24
D,Global,2020-09-10T11:59:00Z,D,11.88,24
D,Global,2020-09-11T11:59:00Z,D,15.75,24
D,Global,2020-09-12T11:59:00Z,D,19.77,24
D,Global,2020-09-13T11:59:00Z,D,16.21,24
D,Global,2020-09-14T11:59:00Z,D,11.03,24
D,Global,2020-09-15T11:59:00Z,D,11.77,24
D,Global,2020-09-16T11:59:00Z,D,16.18,24
D,Global,2020-09-17T11:59:00Z,D,13.83,24
D,Global,2020-09-18T11:59:00Z,D,7.67,24
D,Global,2020-09-19T11:59:00Z,D,16.85,24
D,Global,2020-09-20T11:59:00Z,D,20.52,24
D,Global,2020-09-21T11:59:00Z,D,11.86,24
D,Global,2020-09-22T11:59:00Z,D,13.43,24
D,Global,2020-09-23T11:59:00Z,D,8.44,24
D,Global,2020-09-24T11:59:00Z,D,4.02,24
D,Global,2020-09-25T11:59:00Z,D,16.09,24
D,Global,2020-09-26T11:59:00Z,D,20.34,24
D,Global,2020-09-27T10:59:00Z,D,9.43,24
D,Global,2020-09-28T10:59:00Z,D,19.7,24
D,Global,2020-09-29T10:59:00Z,D,18.28,24
D,Global,2020-09-30T10:59:00Z,D,18.51,24
D,Global,2020-10-01T10:59:00Z,D,8.21,24
D,Global,2020-10-02T10:59:00Z,D,18.95,24
D,Global,2020-10-03T10:59:00Z,D,18.72,24
D,Global,2020-10-04T10:59:00Z,D,21.13,24
D,Global,2020-10-05T10:59:00Z,D,23.54,24
D,Global,2020-10-06T10:59:00Z,D,23.76,24
D,Global,2020-10-07T10:59:00Z,D,12.33,24
D,Global,2020-10-08T10:59:00Z,D,14.93,24
D,Global,2020-10-09T10:59:00Z,D,22.4,24
D,Global,2020-10-10T10:59:00Z,D,12.32,24
D,Global,2020-10-11T10:59:00Z,D,10.05,24
D,Global,2020-10-12T10:59:00Z,D,6.47,24
D,Global,2020-10-13T10:59:00Z,D,5.92,24
D,Global,2020-10-14T10:59:00Z,D,23.23,24
D,Global,2020-10-15T10:59:00Z,D,4.67,24
D,Global,2020-10-16T10:59:00Z,D,23.5,24
D,Global,2020-10-17T10:59:00Z,D,25.43,24
D,Global,2020-10-18T10:59:00Z,D,12.88,24
D,Global,2020-10-19T10:59:00Z,D,4.4,24
D,Global,2020-10-20T10:59:00Z,D,9.06,24
D,Global,2020-10-21T10:59:00Z,D,15.99,24
D,Global,2020-10-22T10:59:00Z,D,22.28,24
D,Global,2020-10-23T10:59:00Z,D,17.5,24
D,Global,2020-10-24T10:59:00Z,D,19.1,24
D,Global,2020-10-25T10:59:00Z,D,12.46,24
D,Global,2020-10-26T10:59:00Z,D,15.08,24
D,Global,2020-10-27T10:59:00Z,D,16.72,24
D,Global,2020-10-28T10:59:00Z,D,7.56,24
D,Global,2020-10-29T10:59:00Z,D,8.9,24
D,Global,2020-10-30T10:59:00Z,D,11.24,24
D,Global,2020-10-31T10:59:00Z,D,7.39,24
D,Global,2020-11-01T10:59:00Z,D,22.93,24
D,Global,2020-11-02T10:59:00Z,D,23.63,24
D,Global,2020-11-03T10:59:00Z,D,4.44,24
D,Global,2020-11-04T10:59:00Z,D,16.65,24
D,Global,2020-11-05T10:59:00Z,D,5.48,24
D,Global,2020-11-06T10:59:00Z,D,16.98,24
D,Global,2020-11-07T10:59:00Z,D,14.42,24
D,Global,2020-11-08T10:59:00Z,D,19.61,24
D,Global,2020-11-09T10:59:00Z,D,15.57,24
D,Global,2020-11-10T10:59:00Z,D,10.36,24
D,Global,2020-11-11T10:59:00Z,D,14.55,24
D,Global,2020-11-12T10:59:00Z,D,28.81,24
D,Global,2020-11-13T10:59:00Z,D,24.62,24
D,Global,2020-11-14T10:59:00Z,D,19.49,24
D,Global,2020-11-15T10:59:00Z,D,28.01,24
D,Global,2020-11-16T10:59:00Z,D,24.83,24
D,Global,2020-11-17T10:59:00Z,D,28.82,24
D,Global,2020-11-18T10:59:00Z,D,14.2,24
D,Global,2020-11-19T10:59:00Z,D,30.6,24
D,Global,2020-11-20T10:59:00Z,D,30.23,24
D,Global,2020-11-21T10:59:00Z,D,23.95,24
D,Global,2020-11-22T10:59:00Z,D,27.36,24
D,Global,2020-11-23T10:59:00Z,D,26.46,24
D,Global,2020-11-24T10:59:00Z,D,11.92,24
D,Global,2020-11-25T10:59:00Z,D,7.02,24
D,Global,2020-11-26T10:59:00Z,D,11.51,24
D,Global,2020-11-27T10:59:00Z,D,30.48,24
D,Global,2020-11-28T10:59:00Z,D,31.88,24
D,Global,2020-11-29T10:59:00Z,D,11.91,24
D,Global,2020-11-30T10:59:00Z,D,6.24,24
D,Global,2020-12-01T10:59:00Z,D,22.12,24
D,Global,2020-12-02T10:59:00Z,D,28.15,24
D,Global,2020-12-03T10:59:00Z,D,21.67,24
D,Global,2020-12-04T10:59:00Z,D,32.27,24
D,Global,2020-12-05T10:59:00Z,D,14.95,24
D,Global,2020-12-06T10:59:00Z,D,28.88,24
D,Global,2020-12-07T10:59:00Z,D,20.48,24
D,Global,2020-12-08T10:59:00Z,D,22.4,24
D,Global,2020-12-09T10:59:00Z,D,19.8,24
D,Global,2020-12-10T10:59:00Z,D,23.12,24
D,Global,2020-12-11T10:59:00Z,D,29.22,24
D,Global,2020-12-12T10:59:00Z,D,22.94,24
D,Global,2020-12-13T10:59:00Z,D,32.41,24
D,Global,2020-12-14T10:59:00Z,D,30.05,24
D,Global,2020-12-15T10:59:00Z,D,32.68,24
D,Global,2020-12-16T10:59:00Z,D,32.66,24
D,Global,2020-12-17T10:59:00Z,D,31.81,24
D,Global,2020-12-18T10:59:00Z,D,32.03,24
D,Global,2020-12-19T10:59:00Z,D,26.77,24
D,Global,2020-12-20T10:59:00Z,D,31.47,24
D,Global,2020-12-21T10:59:00Z,D,21.35,24
D,Global,2020-12-22T10:59:00Z,D,13.24,24
D,Global,2020-12-23T10:59:00Z,D,12.42,24
D,Global,2020-12-24T10:59:00Z,D,19.98,24
D,Global,2020-12-25T10:59:00Z,D,29.37,24
D,Global,2020-12-26T10:59:00Z,D,30.87,24
D,Global,2020-12-27T10:59:00Z,D,22.29,24
D,Global,2020-12-28T10:59:00Z,D,25.54,24
D,Global,2020-12-29T10:59:00Z,D,24.39,24
D,Global,2020-12-30T10:59:00Z,D,30.43,24
D,Global,2020-12-31T10:59:00Z,D,32.15,24
D,Global,2021-01-01T10:59:00Z,D,30.15,24
D,Global,2021-01-02T10:59:00Z,D,9.88,24
D,Global,2021-01-03T10:59:00Z,D,9.5,24
D,Global,2021-01-04T10:59:00Z,D,24.02,24
D,Global,2021-01-05T10:59:00Z,D,25.53,24
D,Global,2021-01-06T10:59:00Z,D,29.51,24
D,Global,2021-01-07T10:59:00Z,D,16.16,24
D,Global,2021-01-08T10:59:00Z,D,15.79,24
D,Global,2021-01-09T10:59:00Z,D,22.98,24
D,Global,2021-01-10T10:59:00Z,D,26.68,24
D,Global,2021-01-11T10:59:00Z,D,31.9,24
D,Global,2021-01-12T10:59:00Z,D,26.8,24
D,Global,2021-01-13T10:59:00Z,D,30.89,24
D,Global,2021-01-14T10:59:00Z,D,28.05,24
D,Global,2021-01-15T10:59:00Z,D,26.13,24
D,Global,2021-01-16T10:59:00Z,D,25.09,24
D,Global,2021-01-17T10:59:00Z,D,19.35,24
D,Global,2021-01-18T10:59:00Z,D,26.18,24
D,Global,2021-01-19T10:59:00Z,D,18.68,24
D,Global,2021-01-20T10:59:00Z,D,20.32,24
D,Global,2021-01-21T10:59:00Z,D,24.76,24
D,Global,2021-01-22T10:59:00Z,D,18.91,24
D,Global,2021-01-23T10:59:00Z,D,25.62,24
D,Global,2021-01-24T10:59:00Z,D,18.56,24
D,Global,2021-01-25T10:59:00Z,D,30.15,24
D,Global,2021-01-26T10:59:00Z,D,29.44,24
D,Global,2021-01-27T10:59:00Z,D,29.09,24
D,Global,2021-01-28T10:59:00Z,D,23.71,24
D,Global,2021-01-29T10:59:00Z,D,26.15,24
D,Global,2021-01-30T10:59:00Z,D,26.82,24
D,Global,2021-01-31T10:59:00Z,D,26.97,24
D,Global,2021-02-01T10:59:00Z,D,29.06,24
D,Global,2021-02-02T10:59:00Z,D,29.52,24
D,Global,2021-02-03T10:59:00Z,D,27.71,24
D,Global,2021-02-04T10:59:00Z,D,24.76,24
D,Global,2021-02-05T10:59:00Z,D,29.52,24
D,Global,2021-02-06T10:59:00Z,D,25.06,24
D,Global,2021-02-07T10:59:00Z,D,28.27,24
D,Global,2021-02-08T10:59:00Z,D,27.6,24
D,Global,2021-02-09T10:59:00Z,D,6.4,24
D,Global,2021-02-10T10:59:00Z,D,4.05,24
D,Global,2021-02-11T10:59:00Z,D,10.75,24
D,Global,2021-02-12T10:59:00Z,D,28.49,24
D,Global,2021-02-13T10:59:00Z,D,24.25,24
D,Global,2021-02-14T10:59:00Z,D,25.46,24
D,Global,2021-02-15T10:59:00Z,D,4.6,24
D,Global,2021-02-16T10:59:00Z,D,11.51,24
D,Global,2021-02-17T10:59:00Z,D,25.47,24
D,Global,2021-02-18T10:59:00Z,D,23.48,24
D,Global,2021-02-19T10:59:00Z,D,26.95,24
D,Global,2021-02-20T10:59:00Z,D,26.71,24
D,Global,2021-02-21T10:59:00Z,D,24.36,24
D,Global,2021-02-22T10:59:00Z,D,25.54,24
D,Global,2021-02-23T10:59:00Z,D,12.57,24
D,Global,2021-02-24T10:59:00Z,D,12.91,24
D,Global,2021-02-25T10:59:00Z,D,19.97,24
D,Global,2021-02-26T10:59:00Z,D,21,24
D,Global,2021-02-27T10:59:00Z,D,24.02,24
D,Global,2021-02-28T10:59:00Z,D,21.62,24
D,Global,2021-03-01T10:59:00Z,D,10.43,24
D,Global,2021-03-02T10:59:00Z,D,15.47,24
D,Global,2021-03-03T10:59:00Z,D,11.64,24
D,Global,2021-03-04T10:59:00Z,D,5.8,24
D,Global,2021-03-05T10:59:00Z,D,17.16,24
D,Global,2021-03-06T10:59:00Z,D,19.54,24
D,Global,2021-03-07T10:59:00Z,D,20.43,24
D,Global,2021-03-08T10:59:00Z,D,17.51,24
D,Global,2021-03-09T10:59:00Z,D,17.31,24
D,Global,2021-03-10T10:59:00Z,D,8.44,24
D,Global,2021-03-11T10:59:00Z,D,7.54,24
D,Global,2021-03-12T10:59:00Z,D,20.95,24
D,Global,2021-03-13T10:59:00Z,D,23.19,24
D,Global,2021-03-14T10:59:00Z,D,20.14,24
D,Global,2021-03-15T10:59:00Z,D,21.01,24
D,Global,2021-03-16T10:59:00Z,D,12.59,24
D,Global,2021-03-17T10:59:00Z,D,18.27,24
D,Global,2021-03-18T10:59:00Z,D,21.26,24
D,Global,2021-03-19T10:59:00Z,D,14.38,24
D,Global,2021-03-20T10:59:00Z,D,16.19,24
D,Global,2021-03-21T10:59:00Z,D,11.25,24
D,Global,2021-03-22T10:59:00Z,D,15.84,24
D,Global,2021-03-23T10:59:00Z,D,20.38,24
D,Global,2021-03-24T10:59:00Z,D,18.75,24
D,Global,2021-03-25T10:59:00Z,D,13.82,24
D,Global,2021-03-26T10:59:00Z,D,20.03,24
D,Global,2021-03-27T10:59:00Z,D,17.7,24
D,Global,2021-03-28T10:59:00Z,D,11.85,24
D,Global,2021-03-29T10:59:00Z,D,4.72,24
D,Global,2021-03-30T10:59:00Z,D,5.56,24
D,Global,2021-03-31T10:59:00Z,D,8.68,24
D,Global,2021-04-01T10:59:00Z,D,14.74,24
D,Global,2021-04-02T10:59:00Z,D,17.7,24
D,Global,2021-04-03T10:59:00Z,D,18.19,24
D,Global,2021-04-04T11:59:00Z,D,15.7,24
D,Global,2021-04-05T11:59:00Z,D,10.82,24
D,Global,2021-04-06T11:59:00Z,D,15.23,24
D,Global,2021-04-07T11:59:00Z,D,15.09,24
D,Global,2021-04-08T11:59:00Z,D,12.03,24
D,Global,2021-04-09T11:59:00Z,D,4.69,24
D,Global,2021-04-10T11:59:00Z,D,3.99,24
D,Global,2021-04-11T11:59:00Z,D,12.06,24
D,Global,2021-04-12T11:59:00Z,D,8.78,24
D,Global,2021-04-13T11:59:00Z,D,13.14,24
D,Global,2021-04-14T11:59:00Z,D,7.02,24
D,Global,2021-04-15T11:59:00Z,D,9.24,24
D,Global,2021-04-16T11:59:00Z,D,15.47,24
D,Global,2021-04-17T11:59:00Z,D,12.28,24
D,Global,2021-04-18T11:59:00Z,D,10.24,24
D,Global,2021-04-19T11:59:00Z,D,8.3,24
D,Global,2021-04-20T11:59:00Z,D,4.01,24
D,Global,2021-04-21T11:59:00Z,D,12.72,24
D,Global,2021-04-22T11:59:00Z,D,12.55,24
D,Global,2021-04-23T11:59:00Z,D,11.84,24
D,Global,2021-04-24T11:59:00Z,D,13.22,24
D,Global,2021-04-25T11:59:00Z,D,11.19,24
D,Global,2021-04-26T11:59:00Z,D,12,24
D,Global,2021-04-27T11:59:00Z,D,8.76,24
D,Global,2021-04-28T11:59:00Z,D,13.96,24
D,Global,2021-04-29T11:59:00Z,D,11.56,24
D,Global,2021-04-30T11:59:00Z,D,6.9,24
D,Global,2021-05-01T11:59:00Z,D,13.74,24
D,Global,2021-05-02T11:59:00Z,D,13.61,24
D,Global,2021-05-03T11:59:00Z,D,13.41,24
D,Global,2021-05-04T11:59:00Z,D,11.14,24
D,Global,2021-05-05T11:59:00Z,D,12.62,24
D,Global,2021-05-06T11:59:00Z,D,9.66,24
D,Global,2021-05-07T11:59:00Z,D,8.81,24
D,Global,2021-05-08T11:59:00Z,D,3.28,24
D,Global,2021-05-09T11:59:00Z,D,3.36,24
D,Global,2021-05-10T11:59:00Z,D,7.21,24
D,Global,2021-05-11T11:59:00Z,D,6.42,24
D,Global,2021-05-12T11:59:00Z,D,5.28,24
D,Global,2021-05-13T11:59:00Z,D,9.48,24
D,Global,2021-05-14T11:59:00Z,D,11.96,24
D,Global,2021-05-15T11:59:00Z,D,9.13,24
D,Global,2021-05-16T11:59:00Z,D,11.28,24
D,Global,2021-05-17T11:59:00Z,D,5.93,24
D,Global,2021-05-18T11:59:00Z,D,6.77,24
D,Global,2021-05-19T11:59:00Z,D,7.2,24
D,Global,2021-05-20T11:59:00Z,D,10.35,24
D,Global,2021-05-21T11:59:00Z,D,7.79,24
D,Global,2021-05-22T11:59:00Z,D,6.19,24
D,Global,2021-05-23T11:59:00Z,D,4.27,24
D,Global,2021-05-24T11:59:00Z,D,5.4,24
D,Global,2021-05-25T11:59:00Z,D,9.26,24
D,Global,2021-05-26T11:59:00Z,D,9.42,24
D,Global,2021-05-27T11:59:00Z,D,10.43,24
D,Global,2021-05-28T11:59:00Z,D,8.03,24
D,Global,2021-05-29T11:59:00Z,D,1.36,24
D,Global,2021-05-30T11:59:00Z,D,6.03,24
D,Global,2021-05-31T11:59:00Z,D,7.61,24
D,Global,2021-06-01T11:59:00Z,D,9.81,24
D,Global,2021-06-02T11:59:00Z,D,8.2,24
D,Global,2021-06-03T11:59:00Z,D,8.35,24
D,Global,2021-06-04T11:59:00Z,D,8.51,24
D,Global,2021-06-05T11:59:00Z,D,6.67,24
D,Global,2021-06-06T11:59:00Z,D,2.73,24
D,Global,2021-06-07T11:59:00Z,D,3.71,24
D,Global,2021-06-08T11:59:00Z,D,8.92,24
D,Global,2021-06-09T11:59:00Z,D,6.2,24
D,Global,2021-06-10T11:59:00Z,D,6.14,24
D,Global,2021-06-11T11:59:00Z,D,5.68,24
D,Global,2021-06-12T11:59:00Z,D,5.64,24
D,Global,2021-06-13T11:59:00Z,D,4.16,24
D,Global,2021-06-14T11:59:00Z,D,2,24
D,Global,2021-06-15T11:59:00Z,D,0.85,24
D,Global,2021-06-16T11:59:00Z,D,7.61,24
D,Global,2021-06-17T11:59:00Z,D,7.3,24
D,Global,2021-06-18T11:59:00Z,D,5.27,24
D,Global,2021-06-19T11:59:00Z,D,0.82,24
D,Global,2021-06-20T11:59:00Z,D,5.06,24
D,Global,2021-06-21T11:59:00Z,D,6.13,24
D,Global,2021-06-22T11:59:00Z,D,9.16,24
D,Global,2021-06-23T11:59:00Z,D,9,24
D,Global,2021-06-24T11:59:00Z,D,9.23,24
D,Global,2021-06-25T11:59:00Z,D,4.22,24
D,Global,2021-06-26T11:59:00Z,D,4.55,24
D,Global,2021-06-27T11:59:00Z,D,2.54,24
D,Global,2021-06-28T11:59:00Z,D,6.13,24
D,Global,2021-06-29T11:59:00Z,D,7.14,24
D,Global,2021-06-30T11:59:00Z,D,9.41,24
D,Global,2021-07-01T11:59:00Z,D,8.39,24
D,Global,2021-07-02T11:59:00Z,D,9.53,24
D,Global,2021-07-03T11:59:00Z,D,9.24,24
D,Global,2021-07-04T11:59:00Z,D,9.87,24
D,Global,2021-07-05T11:59:00Z,D,8.59,24
D,Global,2021-07-06T11:59:00Z,D,2.77,24
D,Global,2021-07-07T11:59:00Z,D,3.03,24
D,Global,2021-07-08T11:59:00Z,D,8.76,24
D,Global,2021-07-09T11:59:00Z,D,7,24
D,Global,2021-07-10T11:59:00Z,D,8.64,24
D,Global,2021-07-11T11:59:00Z,D,7.78,24
D,Global,2021-07-12T11:59:00Z,D,6.13,24
D,Global,2021-07-13T11:59:00Z,D,8.79,24
