Station,Date,WindSpeed,VapPress,Tmin,Tmax,TempEarth10cm,SoilM,RH,Rain,Radiation,PET,MSLPress
27879,1960-01-01,null,null,null,null,null,null,null,0,null,null,null
27879,1960-01-02,null,null,null,null,null,null,null,0,null,null,null
27879,1960-01-03,null,null,null,null,null,null,null,34,null,null,null
27879,1960-01-04,null,null,null,null,null,null,null,1.2,null,null,null
27879,1960-01-05,null,null,null,null,null,null,null,0,null,null,null
27879,1960-01-06,null,null,null,null,null,null,null,27.3,null,null,null
27879,1960-01-07,null,null,null,null,null,null,null,1.8,null,null,null
27879,1960-01-08,null,null,null,null,null,null,null,0,null,null,null
27879,1960-01-09,null,null,null,null,null,null,null,0,null,null,null
27879,1960-01-10,null,null,null,null,null,null,null,0,null,null,null
27879,1960-01-11,null,null,null,null,null,null,null,0,null,null,null
27879,1960-01-12,null,null,null,null,null,null,null,0,null,null,null
27879,1960-01-13,null,null,null,null,null,null,null,0,null,null,null
27879,1960-01-14,null,null,null,null,null,null,null,18.2,null,null,null
27879,1960-01-15,null,null,null,null,null,null,null,0,null,null,null
27879,1960-01-16,null,null,null,null,null,null,null,0,null,null,null
27879,1960-01-17,null,null,null,null,null,null,null,0,null,null,null
27879,1960-01-18,null,null,null,null,null,null,null,0,null,null,null
27879,1960-01-19,null,null,null,null,null,null,null,0,null,null,null
27879,1960-01-20,null,null,null,null,null,null,null,0,null,null,null
27879,1960-01-21,null,null,null,null,null,null,null,0,null,null,null
27879,1960-01-22,null,null,null,null,null,null,null,0,null,null,null
27879,1960-01-23,null,null,null,null,null,null,null,0,null,null,null
27879,1960-01-24,null,null,null,null,null,null,null,8.9,null,null,null
27879,1960-01-25,null,null,null,null,null,null,null,2,null,null,null
27879,1960-01-26,null,null,null,null,null,null,null,0,null,null,null
27879,1960-01-27,null,null,null,null,null,null,null,0,null,null,null
27879,1960-01-28,null,null,null,null,null,null,null,0,null,null,null
27879,1960-01-29,null,null,null,null,null,null,null,0,null,null,null
27879,1960-01-30,null,null,null,null,null,null,null,0,null,null,null
27879,1960-01-31,null,null,null,null,null,null,null,0,null,null,null
27879,1960-02-01,null,null,null,null,null,null,null,0,null,null,null
27879,1960-02-02,null,null,null,null,null,null,null,41.8,null,null,null
27879,1960-02-03,null,null,null,null,null,null,null,98.3,null,null,null
27879,1960-02-04,null,null,null,null,null,null,null,31.4,null,null,null
27879,1960-02-05,null,null,null,null,null,null,null,0,null,null,null
27879,1960-02-06,null,null,null,null,null,null,null,0,null,null,null
27879,1960-02-07,null,null,null,null,null,null,null,0,null,null,null
27879,1960-02-08,null,null,null,null,null,null,null,0,null,null,null
27879,1960-02-09,null,null,null,null,null,null,null,0,null,null,null
27879,1960-02-10,null,null,null,null,null,null,null,3.8,null,null,null
27879,1960-02-11,null,null,null,null,null,null,null,0,null,null,null
27879,1960-02-12,null,null,null,null,null,null,null,0,null,null,null
27879,1960-02-13,null,null,null,null,null,null,null,0,null,null,null
27879,1960-02-14,null,null,null,null,null,null,null,9,null,null,null
27879,1960-02-15,null,null,null,null,null,null,null,1.2,null,null,null
27879,1960-02-16,null,null,null,null,null,null,null,1.4,null,null,null
27879,1960-02-17,null,null,null,null,null,null,null,2.1,null,null,null
27879,1960-02-18,null,null,null,null,null,null,null,10.8,null,null,null
27879,1960-02-19,null,null,null,null,null,null,null,0,null,null,null
27879,1960-02-20,null,null,null,null,null,null,null,0,null,null,null
27879,1960-02-21,null,null,null,null,null,null,null,0,null,null,null
27879,1960-02-22,null,null,null,null,null,null,null,31.2,null,null,null
27879,1960-02-23,null,null,null,null,null,null,null,25.7,null,null,null
27879,1960-02-24,null,null,null,null,null,null,null,12.4,null,null,null
27879,1960-02-25,null,null,null,null,null,null,null,24.1,null,null,null
27879,1960-02-26,null,null,null,null,null,null,null,8.8,null,null,null
27879,1960-02-27,null,null,null,null,null,null,null,1.1,null,null,null
27879,1960-02-28,null,null,null,null,null,null,null,0,null,null,null
27879,1960-02-29,null,null,null,null,null,null,null,0,null,null,null
27879,1960-03-01,null,null,null,null,null,null,null,0,null,null,null
27879,1960-03-02,null,null,null,null,null,null,null,0,null,null,null
27879,1960-03-03,null,null,null,null,null,null,null,0,null,null,null
27879,1960-03-04,null,null,null,null,null,null,null,0,null,null,null
27879,1960-03-05,null,null,null,null,null,null,null,0,null,null,null
27879,1960-03-06,null,null,null,null,null,null,null,0,null,null,null
27879,1960-03-07,null,null,null,null,null,null,null,0,null,null,null
27879,1960-03-08,null,null,null,null,null,null,null,3.3,null,null,null
27879,1960-03-09,null,null,null,null,null,null,null,0,null,null,null
27879,1960-03-10,null,null,null,null,null,null,null,6.8,null,null,null
27879,1960-03-11,null,null,null,null,null,null,null,4.7,null,null,null
27879,1960-03-12,null,null,null,null,null,null,null,16.2,null,null,null
27879,1960-03-13,null,null,null,null,null,null,null,26.3,null,null,null
27879,1960-03-14,null,null,null,null,null,null,null,8.4,null,null,null
27879,1960-03-15,null,null,null,null,null,null,null,0,null,null,null
27879,1960-03-16,null,null,null,null,null,null,null,0,null,null,null
27879,1960-03-17,null,null,null,null,null,null,null,7.8,null,null,null
27879,1960-03-18,null,null,null,null,null,null,null,14.6,null,null,null
27879,1960-03-19,null,null,null,null,null,null,null,1.5,null,null,null
27879,1960-03-20,null,null,null,null,null,null,null,0,null,null,null
27879,1960-03-21,null,null,null,null,null,null,null,15.6,null,null,null
27879,1960-03-22,null,null,null,null,null,null,null,1.1,null,null,null
27879,1960-03-23,null,null,null,null,null,null,null,0,null,null,null
27879,1960-03-24,null,null,null,null,null,null,null,6.8,null,null,null
27879,1960-03-25,null,null,null,null,null,null,null,0,null,null,null
27879,1960-03-26,null,null,null,null,null,null,null,0,null,null,null
27879,1960-03-27,null,null,null,null,null,null,null,0,null,null,null
27879,1960-03-28,null,null,null,null,null,null,null,8.9,null,null,null
27879,1960-03-29,null,null,null,null,null,null,null,2.3,null,null,null
27879,1960-03-30,null,null,null,null,null,null,null,0,null,null,null
27879,1960-03-31,null,null,null,null,null,null,null,0,null,null,null
27879,1960-04-01,null,null,null,null,null,null,null,0,null,null,null
27879,1960-04-02,null,null,null,null,null,null,null,0,null,null,null
27879,1960-04-03,null,null,null,null,null,null,null,0,null,null,null
27879,1960-04-04,null,null,null,null,null,null,null,0,null,null,null
27879,1960-04-05,null,null,null,null,null,null,null,0,null,null,null
27879,1960-04-06,null,null,null,null,null,null,null,2.1,null,null,null
27879,1960-04-07,null,null,null,null,null,null,null,0,null,null,null
27879,1960-04-08,null,null,null,null,null,null,null,0,null,null,null
27879,1960-04-09,null,null,null,null,null,null,null,0,null,null,null
27879,1960-04-10,null,null,null,null,null,null,null,0,null,null,null
27879,1960-04-11,null,null,null,null,null,null,null,0,null,null,null
27879,1960-04-12,null,null,null,null,null,null,null,1.6,null,null,null
27879,1960-04-13,null,null,null,null,null,null,null,2,null,null,null
27879,1960-04-14,null,null,null,null,null,null,null,0,null,null,null
27879,1960-04-15,null,null,null,null,null,null,null,0,null,null,null
27879,1960-04-16,null,null,null,null,null,null,null,3.6,null,null,null
27879,1960-04-17,null,null,null,null,null,null,null,14.7,null,null,null
27879,1960-04-18,null,null,null,null,null,null,null,1.3,null,null,null
27879,1960-04-19,null,null,null,null,null,null,null,0,null,null,null
27879,1960-04-20,null,null,null,null,null,null,null,0,null,null,null
27879,1960-04-21,null,null,null,null,null,null,null,0,null,null,null
27879,1960-04-22,null,null,null,null,null,null,null,0,null,null,null
27879,1960-04-23,null,null,null,null,null,null,null,0,null,null,null
27879,1960-04-24,null,null,null,null,null,null,null,0,null,null,null
27879,1960-04-25,null,null,null,null,null,null,null,0,null,null,null
27879,1960-04-26,null,null,null,null,null,null,null,0,null,null,null
27879,1960-04-27,null,null,null,null,null,null,null,0,null,null,null
27879,1960-04-28,null,null,null,null,null,null,null,0,null,null,null
27879,1960-04-29,null,null,null,null,null,null,null,0,null,null,null
27879,1960-04-30,null,null,null,null,null,null,null,0,null,null,null
27879,1960-05-01,null,null,null,null,null,null,null,0,null,null,null
27879,1960-05-02,null,null,null,null,null,null,null,0,null,null,null
27879,1960-05-03,null,null,null,null,null,null,null,0,null,null,null
27879,1960-05-04,null,null,null,null,null,null,null,0,null,null,null
27879,1960-05-05,null,null,null,null,null,null,null,0,null,null,null
27879,1960-05-06,null,null,null,null,null,null,null,0,null,null,null
27879,1960-05-07,null,null,null,null,null,null,null,28.7,null,null,null
27879,1960-05-08,null,null,null,null,null,null,null,10.6,null,null,null
27879,1960-05-09,null,null,null,null,null,null,null,8.1,null,null,null
27879,1960-05-10,null,null,null,null,null,null,null,4.5,null,null,null
27879,1960-05-11,null,null,null,null,null,null,null,0,null,null,null
27879,1960-05-12,null,null,null,null,null,null,null,0,null,null,null
27879,1960-05-13,null,null,null,null,null,null,null,0,null,null,null
27879,1960-05-14,null,null,null,null,null,null,null,1.6,null,null,null
27879,1960-05-15,null,null,null,null,null,null,null,10.6,null,null,null
27879,1960-05-16,null,null,null,null,null,null,null,2.4,null,null,null
27879,1960-05-17,null,null,null,null,null,null,null,0,null,null,null
27879,1960-05-18,null,null,null,null,null,null,null,0,null,null,null
27879,1960-05-19,null,null,null,null,null,null,null,0,null,null,null
27879,1960-05-20,null,null,null,null,null,null,null,0,null,null,null
27879,1960-05-21,null,null,null,null,null,null,null,18.7,null,null,null
27879,1960-05-22,null,null,null,null,null,null,null,0,null,null,null
27879,1960-05-23,null,null,null,null,null,null,null,5,null,null,null
27879,1960-05-24,null,null,null,null,null,null,null,0,null,null,null
27879,1960-05-25,null,null,null,null,null,null,null,0,null,null,null
27879,1960-05-26,null,null,null,null,null,null,null,0,null,null,null
27879,1960-05-27,null,null,null,null,null,null,null,0,null,null,null
27879,1960-05-28,null,null,null,null,null,null,null,0,null,null,null
27879,1960-05-29,null,null,null,null,null,null,null,5.6,null,null,null
27879,1960-05-30,null,null,null,null,null,null,null,87.3,null,null,null
27879,1960-05-31,null,null,null,null,null,null,null,11.7,null,null,null
27879,1960-06-01,null,null,null,null,null,null,null,11.4,null,null,null
27879,1960-06-02,null,null,null,null,null,null,null,0,null,null,null
27879,1960-06-03,null,null,null,null,null,null,null,0,null,null,null
27879,1960-06-04,null,null,null,null,null,null,null,7.2,null,null,null
27879,1960-06-05,null,null,null,null,null,null,null,5.6,null,null,null
27879,1960-06-06,null,null,null,null,null,null,null,18.9,null,null,null
27879,1960-06-07,null,null,null,null,null,null,null,38.5,null,null,null
27879,1960-06-08,null,null,null,null,null,null,null,12.7,null,null,null
27879,1960-06-09,null,null,null,null,null,null,null,2.1,null,null,null
27879,1960-06-10,null,null,null,null,null,null,null,0,null,null,null
27879,1960-06-11,null,null,null,null,null,null,null,0,null,null,null
27879,1960-06-12,null,null,null,null,null,null,null,3.5,null,null,null
27879,1960-06-13,null,null,null,null,null,null,null,0,null,null,null
27879,1960-06-14,null,null,null,null,null,null,null,0,null,null,null
27879,1960-06-15,null,null,null,null,null,null,null,0,null,null,null
27879,1960-06-16,null,null,null,null,null,null,null,0,null,null,null
27879,1960-06-17,null,null,null,null,null,null,null,1.1,null,null,null
27879,1960-06-18,null,null,null,null,null,null,null,39.4,null,null,null
27879,1960-06-19,null,null,null,null,null,null,null,3.2,null,null,null
27879,1960-06-20,null,null,null,null,null,null,null,7.1,null,null,null
27879,1960-06-21,null,null,null,null,null,null,null,1.6,null,null,null
27879,1960-06-22,null,null,null,null,null,null,null,0,null,null,null
27879,1960-06-23,null,null,null,null,null,null,null,0,null,null,null
27879,1960-06-24,null,null,null,null,null,null,null,8.8,null,null,null
27879,1960-06-25,null,null,null,null,null,null,null,4.8,null,null,null
27879,1960-06-26,null,null,null,null,null,null,null,0,null,null,null
27879,1960-06-27,null,null,null,null,null,null,null,0,null,null,null
27879,1960-06-28,null,null,null,null,null,null,null,0,null,null,null
27879,1960-06-29,null,null,null,null,null,null,null,0,null,null,null
27879,1960-06-30,null,null,null,null,null,null,null,0,null,null,null
27879,1960-07-01,null,null,null,null,null,null,null,0,null,null,null
27879,1960-07-02,null,null,null,null,null,null,null,0,null,null,null
27879,1960-07-03,null,null,null,null,null,null,null,0,null,null,null
27879,1960-07-04,null,null,null,null,null,null,null,10.6,null,null,null
27879,1960-07-05,null,null,null,null,null,null,null,44.9,null,null,null
27879,1960-07-06,null,null,null,null,null,null,null,5.5,null,null,null
27879,1960-07-07,null,null,null,null,null,null,null,0,null,null,null
27879,1960-07-08,null,null,null,null,null,null,null,0,null,null,null
27879,1960-07-09,null,null,null,null,null,null,null,0,null,null,null
27879,1960-07-10,null,null,null,null,null,null,null,0,null,null,null
27879,1960-07-11,null,null,null,null,null,null,null,0,null,null,null
27879,1960-07-12,null,null,null,null,null,null,null,0,null,null,null
27879,1960-07-13,null,null,null,null,null,null,null,0,null,null,null
27879,1960-07-14,null,null,null,null,null,null,null,0,null,null,null
27879,1960-07-15,null,null,null,null,null,null,null,0,null,null,null
27879,1960-07-16,null,null,null,null,null,null,null,63.9,null,null,null
27879,1960-07-17,null,null,null,null,null,null,null,3.1,null,null,null
27879,1960-07-18,null,null,null,null,null,null,null,0,null,null,null
27879,1960-07-19,null,null,null,null,null,null,null,1.8,null,null,null
27879,1960-07-20,null,null,null,null,null,null,null,22.7,null,null,null
27879,1960-07-21,null,null,null,null,null,null,null,10.6,null,null,null
27879,1960-07-22,null,null,null,null,null,null,null,2.6,null,null,null
27879,1960-07-23,null,null,null,null,null,null,null,0,null,null,null
27879,1960-07-24,null,null,null,null,null,null,null,14.8,null,null,null
27879,1960-07-25,null,null,null,null,null,null,null,0,null,null,null
27879,1960-07-26,null,null,null,null,null,null,null,14.8,null,null,null
27879,1960-07-27,null,null,null,null,null,null,null,0,null,null,null
27879,1960-07-28,null,null,null,null,null,null,null,0,null,null,null
27879,1960-07-29,null,null,null,null,null,null,null,0,null,null,null
27879,1960-07-30,null,null,null,null,null,null,null,5.7,null,null,null
27879,1960-07-31,null,null,null,null,null,null,null,0,null,null,null
27879,1960-08-01,null,null,null,null,null,null,null,0,null,null,null
27879,1960-08-02,null,null,null,null,null,null,null,0,null,null,null
27879,1960-08-03,null,null,null,null,null,null,null,0,null,null,null
27879,1960-08-04,null,null,null,null,null,null,null,22.5,null,null,null
27879,1960-08-05,null,null,null,null,null,null,null,0,null,null,null
27879,1960-08-06,null,null,null,null,null,null,null,1.4,null,null,null
27879,1960-08-07,null,null,null,null,null,null,null,6.2,null,null,null
27879,1960-08-08,null,null,null,null,null,null,null,0,null,null,null
27879,1960-08-09,null,null,null,null,null,null,null,3.4,null,null,null
27879,1960-08-10,null,null,null,null,null,null,null,0,null,null,null
27879,1960-08-11,null,null,null,null,null,null,null,0,null,null,null
27879,1960-08-12,null,null,null,null,null,null,null,0,null,null,null
27879,1960-08-13,null,null,null,null,null,null,null,0,null,null,null
27879,1960-08-14,null,null,null,null,null,null,null,20.6,null,null,null
27879,1960-08-15,null,null,null,null,null,null,null,14.7,null,null,null
27879,1960-08-16,null,null,null,null,null,null,null,6.6,null,null,null
27879,1960-08-17,null,null,null,null,null,null,null,0,null,null,null
27879,1960-08-18,null,null,null,null,null,null,null,0,null,null,null
27879,1960-08-19,null,null,null,null,null,null,null,0,null,null,null
27879,1960-08-20,null,null,null,null,null,null,null,0,null,null,null
27879,1960-08-21,null,null,null,null,null,null,null,0,null,null,null
27879,1960-08-22,null,null,null,null,null,null,null,0,null,null,null
27879,1960-08-23,null,null,null,null,null,null,null,0,null,null,null
27879,1960-08-24,null,null,null,null,null,null,null,0,null,null,null
27879,1960-08-25,null,null,null,null,null,null,null,3.1,null,null,null
27879,1960-08-26,null,null,null,null,null,null,null,1.1,null,null,null
27879,1960-08-27,null,null,null,null,null,null,null,0,null,null,null
27879,1960-08-28,null,null,null,null,null,null,null,0,null,null,null
27879,1960-08-29,null,null,null,null,null,null,null,0,null,null,null
27879,1960-08-30,null,null,null,null,null,null,null,0,null,null,null
27879,1960-08-31,null,null,null,null,null,null,null,0,null,null,null
27879,1960-09-01,null,null,null,null,null,null,null,0,null,null,null
27879,1960-09-02,null,null,null,null,null,null,null,0,null,null,null
27879,1960-09-03,null,null,null,null,null,null,null,0,null,null,null
27879,1960-09-04,null,null,null,null,null,null,null,1.6,null,null,null
27879,1960-09-05,null,null,null,null,null,null,null,40.2,null,null,null
27879,1960-09-06,null,null,null,null,null,null,null,5.9,null,null,null
27879,1960-09-07,null,null,null,null,null,null,null,0,null,null,null
27879,1960-09-08,null,null,null,null,null,null,null,0,null,null,null
27879,1960-09-09,null,null,null,null,null,null,null,1.6,null,null,null
27879,1960-09-10,null,null,null,null,null,null,null,27.9,null,null,null
27879,1960-09-11,null,null,null,null,null,null,null,1.5,null,null,null
27879,1960-09-12,null,null,null,null,null,null,null,7,null,null,null
27879,1960-09-13,null,null,null,null,null,null,null,32.6,null,null,null
27879,1960-09-14,null,null,null,null,null,null,null,47.2,null,null,null
27879,1960-09-15,null,null,null,null,null,null,null,0,null,null,null
27879,1960-09-16,null,null,null,null,null,null,null,0,null,null,null
27879,1960-09-17,null,null,null,null,null,null,null,0,null,null,null
27879,1960-09-18,null,null,null,null,null,null,null,9.5,null,null,null
27879,1960-09-19,null,null,null,null,null,null,null,9.4,null,null,null
27879,1960-09-20,null,null,null,null,null,null,null,2,null,null,null
27879,1960-09-21,null,null,null,null,null,null,null,0,null,null,null
27879,1960-09-22,null,null,null,null,null,null,null,0,null,null,null
27879,1960-09-23,null,null,null,null,null,null,null,1.8,null,null,null
27879,1960-09-24,null,null,null,null,null,null,null,0,null,null,null
27879,1960-09-25,null,null,null,null,null,null,null,0,null,null,null
27879,1960-09-26,null,null,null,null,null,null,null,0,null,null,null
27879,1960-09-27,null,null,null,null,null,null,null,0,null,null,null
27879,1960-09-28,null,null,null,null,null,null,null,0,null,null,null
27879,1960-09-29,null,null,null,null,null,null,null,25.7,null,null,null
27879,1960-09-30,null,null,null,null,null,null,null,14.7,null,null,null
27879,1960-10-01,null,null,null,null,null,null,null,7.4,null,null,null
27879,1960-10-02,null,null,null,null,null,null,null,0,null,null,null
27879,1960-10-03,null,null,null,null,null,null,null,0,null,null,null
27879,1960-10-04,null,null,null,null,null,null,null,4.7,null,null,null
27879,1960-10-05,null,null,null,null,null,null,null,29.7,null,null,null
27879,1960-10-06,null,null,null,null,null,null,null,2.1,null,null,null
27879,1960-10-07,null,null,null,null,null,null,null,9.8,null,null,null
27879,1960-10-08,null,null,null,null,null,null,null,0,null,null,null
27879,1960-10-09,null,null,null,null,null,null,null,0,null,null,null
27879,1960-10-10,null,null,null,null,null,null,null,1.6,null,null,null
27879,1960-10-11,null,null,null,null,null,null,null,3.1,null,null,null
27879,1960-10-12,null,null,null,null,null,null,null,0,null,null,null
27879,1960-10-13,null,null,null,null,null,null,null,8.4,null,null,null
27879,1960-10-14,null,null,null,null,null,null,null,2.7,null,null,null
27879,1960-10-15,null,null,null,null,null,null,null,0,null,null,null
27879,1960-10-16,null,null,null,null,null,null,null,3.3,null,null,null
27879,1960-10-17,null,null,null,null,null,null,null,0,null,null,null
27879,1960-10-18,null,null,null,null,null,null,null,0,null,null,null
27879,1960-10-19,null,null,null,null,null,null,null,0,null,null,null
27879,1960-10-20,null,null,null,null,null,null,null,0,null,null,null
27879,1960-10-21,null,null,null,null,null,null,null,0,null,null,null
27879,1960-10-22,null,null,null,null,null,null,null,0,null,null,null
27879,1960-10-23,null,null,null,null,null,null,null,0,null,null,null
27879,1960-10-24,null,null,null,null,null,null,null,0,null,null,null
27879,1960-10-25,null,null,null,null,null,null,null,0,null,null,null
27879,1960-10-26,null,null,null,null,null,null,null,0,null,null,null
27879,1960-10-27,null,null,null,null,null,null,null,0,null,null,null
27879,1960-10-28,null,null,null,null,null,null,null,1.5,null,null,null
27879,1960-10-29,null,null,null,null,null,null,null,17.1,null,null,null
27879,1960-10-30,null,null,null,null,null,null,null,14.9,null,null,null
27879,1960-10-31,null,null,null,null,null,null,null,2,null,null,null
27879,1960-11-01,null,null,null,null,null,null,null,0,null,null,null
27879,1960-11-02,null,null,null,null,null,null,null,0,null,null,null
27879,1960-11-03,null,null,null,null,null,null,null,0,null,null,null
27879,1960-11-04,null,null,null,null,null,null,null,0,null,null,null
27879,1960-11-05,null,null,null,null,null,null,null,2.1,null,null,null
27879,1960-11-06,null,null,null,null,null,null,null,8.1,null,null,null
27879,1960-11-07,null,null,null,null,null,null,null,10.6,null,null,null
27879,1960-11-08,null,null,null,null,null,null,null,5.1,null,null,null
27879,1960-11-09,null,null,null,null,null,null,null,0,null,null,null
27879,1960-11-10,null,null,null,null,null,null,null,0,null,null,null
27879,1960-11-11,null,null,null,null,null,null,null,0,null,null,null
27879,1960-11-12,null,null,null,null,null,null,null,0,null,null,null
27879,1960-11-13,null,null,null,null,null,null,null,0,null,null,null
27879,1960-11-14,null,null,null,null,null,null,null,9.7,null,null,null
27879,1960-11-15,null,null,null,null,null,null,null,12.5,null,null,null
27879,1960-11-16,null,null,null,null,null,null,null,1.3,null,null,null
27879,1960-11-17,null,null,null,null,null,null,null,9,null,null,null
27879,1960-11-18,null,null,null,null,null,null,null,23.2,null,null,null
27879,1960-11-19,null,null,null,null,null,null,null,0,null,null,null
27879,1960-11-20,null,null,null,null,null,null,null,0,null,null,null
27879,1960-11-21,null,null,null,null,null,null,null,0,null,null,null
27879,1960-11-22,null,null,null,null,null,null,null,0,null,null,null
27879,1960-11-23,null,null,null,null,null,null,null,0,null,null,null
27879,1960-11-24,null,null,null,null,null,null,null,1.3,null,null,null
27879,1960-11-25,null,null,null,null,null,null,null,1.4,null,null,null
27879,1960-11-26,null,null,null,null,null,null,null,0,null,null,null
27879,1960-11-27,null,null,null,null,null,null,null,0,null,null,null
27879,1960-11-28,null,null,null,null,null,null,null,0,null,null,null
27879,1960-11-29,null,null,null,null,null,null,null,1.8,null,null,null
27879,1960-11-30,null,null,null,null,null,null,null,0,null,null,null
27879,1960-12-01,null,null,null,null,null,null,null,2.1,null,null,null
27879,1960-12-02,null,null,null,null,null,null,null,1.3,null,null,null
27879,1960-12-03,null,null,null,null,null,null,null,2.2,null,null,null
27879,1960-12-04,null,null,null,null,null,null,null,0,null,null,null
27879,1960-12-05,null,null,null,null,null,null,null,5.1,null,null,null
27879,1960-12-06,null,null,null,null,null,null,null,0,null,null,null
27879,1960-12-07,null,null,null,null,null,null,null,2.1,null,null,null
27879,1960-12-08,null,null,null,null,null,null,null,7.2,null,null,null
27879,1960-12-09,null,null,null,null,null,null,null,2.2,null,null,null
27879,1960-12-10,null,null,null,null,null,null,null,6.7,null,null,null
27879,1960-12-11,null,null,null,null,null,null,null,2.3,null,null,null
27879,1960-12-12,null,null,null,null,null,null,null,0,null,null,null
27879,1960-12-13,null,null,null,null,null,null,null,0,null,null,null
27879,1960-12-14,null,null,null,null,null,null,null,0,null,null,null
27879,1960-12-15,null,null,null,null,null,null,null,0,null,null,null
27879,1960-12-16,null,null,null,null,null,null,null,0,null,null,null
27879,1960-12-17,null,null,null,null,null,null,null,0,null,null,null
27879,1960-12-18,null,null,null,null,null,null,null,0,null,null,null
27879,1960-12-19,null,null,null,null,null,null,null,0,null,null,null
27879,1960-12-20,null,null,null,null,null,null,null,3,null,null,null
27879,1960-12-21,null,null,null,null,null,null,null,0,null,null,null
27879,1960-12-22,null,null,null,null,null,null,null,0,null,null,null
27879,1960-12-23,null,null,null,null,null,null,null,0,null,null,null
27879,1960-12-24,null,null,null,null,null,null,null,0,null,null,null
27879,1960-12-25,null,null,null,null,null,null,null,0,null,null,null
27879,1960-12-26,null,null,null,null,null,null,null,0,null,null,null
27879,1960-12-27,null,null,null,null,null,null,null,0,null,null,null
27879,1960-12-28,null,null,null,null,null,null,null,0,null,null,null
27879,1960-12-29,null,null,null,null,null,null,null,0,null,null,null
27879,1960-12-30,null,null,null,null,null,null,null,0,null,null,null
27879,1960-12-31,null,null,null,null,null,null,null,0,null,null,null
27879,1961-01-01,null,null,null,null,null,null,null,0,null,null,null
27879,1961-01-02,null,null,null,null,null,null,null,0,null,null,null
27879,1961-01-03,null,null,null,null,null,null,null,0,null,null,null
27879,1961-01-04,null,null,null,null,null,null,null,0,null,null,null
27879,1961-01-05,null,null,null,null,null,null,null,0,null,null,null
27879,1961-01-06,null,null,null,null,null,null,null,2.2,null,null,null
27879,1961-01-07,null,null,null,null,null,null,null,12,null,null,null
27879,1961-01-08,null,null,null,null,null,null,null,0,null,null,null
27879,1961-01-09,null,null,null,null,null,null,null,0,null,null,null
27879,1961-01-10,null,null,null,null,null,null,null,0,null,null,null
27879,1961-01-11,null,null,null,null,null,null,null,0,null,null,null
27879,1961-01-12,null,null,null,null,null,null,null,0,null,null,null
27879,1961-01-13,null,null,null,null,null,null,null,0,null,null,null
27879,1961-01-14,null,null,null,null,null,null,null,0,null,null,null
27879,1961-01-15,null,null,null,null,null,null,null,5,null,null,null
27879,1961-01-16,null,null,null,null,null,null,null,37.5,null,null,null
27879,1961-01-17,null,null,null,null,null,null,null,24.7,null,null,null
27879,1961-01-18,null,null,null,null,null,null,null,12.4,null,null,null
27879,1961-01-19,null,null,null,null,null,null,null,8.4,null,null,null
27879,1961-01-20,null,null,null,null,null,null,null,23.9,null,null,null
27879,1961-01-21,null,null,null,null,null,null,null,6.2,null,null,null
27879,1961-01-22,null,null,null,null,null,null,null,17.7,null,null,null
27879,1961-01-23,null,null,null,null,null,null,null,1.2,null,null,null
27879,1961-01-24,null,null,null,null,null,null,null,0,null,null,null
27879,1961-01-25,null,null,null,null,null,null,null,0,null,null,null
27879,1961-01-26,null,null,null,null,null,null,null,0,null,null,null
27879,1961-01-27,null,null,null,null,null,null,null,0,null,null,null
27879,1961-01-28,null,null,null,null,null,null,null,0,null,null,null
27879,1961-01-29,null,null,null,null,null,null,null,0,null,null,null
27879,1961-01-30,null,null,null,null,null,null,null,3.7,null,null,null
27879,1961-01-31,null,null,null,null,null,null,null,0,null,null,null
27879,1961-02-01,null,null,null,null,null,null,null,0,null,null,null
27879,1961-02-02,null,null,null,null,null,null,null,0,null,null,null
27879,1961-02-03,null,null,null,null,null,null,null,9.8,null,null,null
27879,1961-02-04,null,null,null,null,null,null,null,7.3,null,null,null
27879,1961-02-05,null,null,null,null,null,null,null,1.3,null,null,null
27879,1961-02-06,null,null,null,null,null,null,null,0,null,null,null
27879,1961-02-07,null,null,null,null,null,null,null,0,null,null,null
27879,1961-02-08,null,null,null,null,null,null,null,0,null,null,null
27879,1961-02-09,null,null,null,null,null,null,null,0,null,null,null
27879,1961-02-10,null,null,null,null,null,null,null,0,null,null,null
27879,1961-02-11,null,null,null,null,null,null,null,0,null,null,null
27879,1961-02-12,null,null,null,null,null,null,null,0,null,null,null
27879,1961-02-13,null,null,null,null,null,null,null,0,null,null,null
27879,1961-02-14,null,null,null,null,null,null,null,0,null,null,null
27879,1961-02-15,null,null,null,null,null,null,null,1.9,null,null,null
27879,1961-02-16,null,null,null,null,null,null,null,0,null,null,null
27879,1961-02-17,null,null,null,null,null,null,null,0,null,null,null
27879,1961-02-18,null,null,null,null,null,null,null,0,null,null,null
27879,1961-02-19,null,null,null,null,null,null,null,0,null,null,null
27879,1961-02-20,null,null,null,null,null,null,null,0,null,null,null
27879,1961-02-21,null,null,null,null,null,null,null,0,null,null,null
27879,1961-02-22,null,null,null,null,null,null,null,2.7,null,null,null
27879,1961-02-23,null,null,null,null,null,null,null,3.1,null,null,null
27879,1961-02-24,null,null,null,null,null,null,null,0,null,null,null
27879,1961-02-25,null,null,null,null,null,null,null,2,null,null,null
27879,1961-02-26,null,null,null,null,null,null,null,0,null,null,null
27879,1961-02-27,null,null,null,null,null,null,null,0,null,null,null
27879,1961-02-28,null,null,null,null,null,null,null,0,null,null,null
27879,1961-03-01,null,null,null,null,null,null,null,7.4,null,null,null
