Station,Date,Latitude,Longitude,Site,WindSpeed,VapPress,Tmin,Tmax,TempEarth10cm,SoilM,RH,Rain,Radiation,PET,MSLPress
27879,1/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,2/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,3/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,34,null,null,null
27879,4/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,1.2,null,null,null
27879,5/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,6/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,27.3,null,null,null
27879,7/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,1.8,null,null,null
27879,8/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,9/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,10/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,11/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,12/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,13/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,14/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,18.2,null,null,null
27879,15/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,16/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,17/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,18/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,19/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,20/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,21/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,22/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,23/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,24/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,8.9,null,null,null
27879,25/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,2,null,null,null
27879,26/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,27/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,28/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,29/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,30/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,31/01/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,1/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,2/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,41.8,null,null,null
27879,3/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,98.3,null,null,null
27879,4/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,31.4,null,null,null
27879,5/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,6/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,7/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,8/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,9/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,10/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,3.8,null,null,null
27879,11/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,12/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,13/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,14/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,9,null,null,null
27879,15/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,1.2,null,null,null
27879,16/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,1.4,null,null,null
27879,17/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,2.1,null,null,null
27879,18/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,10.8,null,null,null
27879,19/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,20/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,21/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,22/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,31.2,null,null,null
27879,23/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,25.7,null,null,null
27879,24/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,12.4,null,null,null
27879,25/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,24.1,null,null,null
27879,26/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,8.8,null,null,null
27879,27/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,1.1,null,null,null
27879,28/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,29/02/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,1/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,2/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,3/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,4/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,5/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,6/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,7/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,8/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,3.3,null,null,null
27879,9/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,10/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,6.8,null,null,null
27879,11/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,4.7,null,null,null
27879,12/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,16.2,null,null,null
27879,13/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,26.3,null,null,null
27879,14/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,8.4,null,null,null
27879,15/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,16/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,17/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,7.8,null,null,null
27879,18/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,14.6,null,null,null
27879,19/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,1.5,null,null,null
27879,20/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,21/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,15.6,null,null,null
27879,22/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,1.1,null,null,null
27879,23/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,24/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,6.8,null,null,null
27879,25/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,26/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,27/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,28/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,8.9,null,null,null
27879,29/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,2.3,null,null,null
27879,30/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,31/03/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,1/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,2/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,3/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,4/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,5/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,6/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,2.1,null,null,null
27879,7/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,8/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,9/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,10/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,11/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,12/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,1.6,null,null,null
27879,13/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,2,null,null,null
27879,14/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,15/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,16/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,3.6,null,null,null
27879,17/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,14.7,null,null,null
27879,18/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,1.3,null,null,null
27879,19/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,20/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,21/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,22/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,23/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,24/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,25/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,26/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,27/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,28/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,29/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,30/04/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,1/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,2/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,3/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,4/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,5/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,6/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,7/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,28.7,null,null,null
27879,8/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,10.6,null,null,null
27879,9/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,8.1,null,null,null
27879,10/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,4.5,null,null,null
27879,11/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,12/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,13/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,14/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,1.6,null,null,null
27879,15/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,10.6,null,null,null
27879,16/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,2.4,null,null,null
27879,17/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,18/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,19/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,20/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,21/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,18.7,null,null,null
27879,22/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,23/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,5,null,null,null
27879,24/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,25/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,26/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,27/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,28/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,29/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,5.6,null,null,null
27879,30/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,87.3,null,null,null
27879,31/05/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,11.7,null,null,null
27879,1/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,11.4,null,null,null
27879,2/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,3/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,4/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,7.2,null,null,null
27879,5/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,5.6,null,null,null
27879,6/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,18.9,null,null,null
27879,7/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,38.5,null,null,null
27879,8/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,12.7,null,null,null
27879,9/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,2.1,null,null,null
27879,10/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,11/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,12/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,3.5,null,null,null
27879,13/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,14/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,15/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,16/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,17/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,1.1,null,null,null
27879,18/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,39.4,null,null,null
27879,19/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,3.2,null,null,null
27879,20/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,7.1,null,null,null
27879,21/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,1.6,null,null,null
27879,22/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,23/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,24/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,8.8,null,null,null
27879,25/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,4.8,null,null,null
27879,26/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,27/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,28/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,29/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,30/06/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,1/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,2/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,3/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,4/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,10.6,null,null,null
27879,5/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,44.9,null,null,null
27879,6/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,5.5,null,null,null
27879,7/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,8/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,9/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,10/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,11/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,12/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,13/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,14/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,15/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,16/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,63.9,null,null,null
27879,17/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,3.1,null,null,null
27879,18/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,19/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,1.8,null,null,null
27879,20/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,22.7,null,null,null
27879,21/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,10.6,null,null,null
27879,22/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,2.6,null,null,null
27879,23/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,24/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,14.8,null,null,null
27879,25/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,26/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,14.8,null,null,null
27879,27/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,28/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,29/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,30/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,5.7,null,null,null
27879,31/07/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,1/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,2/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,3/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,4/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,22.5,null,null,null
27879,5/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,6/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,1.4,null,null,null
27879,7/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,6.2,null,null,null
27879,8/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,9/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,3.4,null,null,null
27879,10/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,11/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,12/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,13/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,14/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,20.6,null,null,null
27879,15/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,14.7,null,null,null
27879,16/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,6.6,null,null,null
27879,17/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,18/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,19/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,20/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,21/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,22/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,23/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,24/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,25/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,3.1,null,null,null
27879,26/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,1.1,null,null,null
27879,27/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,28/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,29/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,30/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,31/08/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,1/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,2/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,3/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,4/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,1.6,null,null,null
27879,5/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,40.2,null,null,null
27879,6/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,5.9,null,null,null
27879,7/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,8/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,9/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,1.6,null,null,null
27879,10/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,27.9,null,null,null
27879,11/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,1.5,null,null,null
27879,12/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,7,null,null,null
27879,13/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,32.6,null,null,null
27879,14/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,47.2,null,null,null
27879,15/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,16/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,17/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,18/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,9.5,null,null,null
27879,19/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,9.4,null,null,null
27879,20/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,2,null,null,null
27879,21/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,22/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,23/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,1.8,null,null,null
27879,24/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,25/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,26/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,27/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,28/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,29/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,25.7,null,null,null
27879,30/09/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,14.7,null,null,null
27879,1/10/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,7.4,null,null,null
27879,2/10/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,3/10/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,4/10/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,4.7,null,null,null
27879,5/10/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,29.7,null,null,null
27879,6/10/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,2.1,null,null,null
27879,7/10/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,9.8,null,null,null
27879,8/10/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,9/10/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,0,null,null,null
27879,10/10/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,1.6,null,null,null
27879,11/10/1960,-38.075,176.275,On Rotorua,null,null,null,null,null,null,null,3.1,null,null,null
