Date,Temp_C,Temp_min,Temp_max,HumRel_mean,n_hours,RadSWD_mean,Precip_mm,Wind_Spd_ms
2015-09-24,9.7375,7.9,12.3,71.5,8,176.04166666666666,NA,NA
2015-09-25,9.3,4.1,14.7,66.45833333333333,24,211.3425925925926,0,3.1
2015-09-26,8.479166666666666,3.5,14.4,66.58333333333333,24,212.61574074074073,0,3.95
2015-09-27,9.829166666666667,5.9,14.7,78.5,24,198.0324074074074,8.2,2.11
2015-09-28,7.929166666666666,3.6,12.7,85.79166666666667,24,219.67592592592592,0,2.28
2015-09-29,11.029166666666667,5.2,15,73.54166666666667,24,230.4398148148148,0,2.08
2015-09-30,11.179166666666667,7.5,14.2,82.41666666666667,24,139.35185185185185,0,1.94
2015-10-01,13.166666666666666,11.3,16.7,77.54166666666667,24,133.68055555555557,7.2,2.93
2015-10-02,11.833333333333334,8.3,16.6,83.375,24,175.34722222222223,10,2.8
2015-10-03,11.129166666666666,6.7,16.3,79.91666666666667,24,191.66666666666666,0,2.31
2015-10-04,13.4625,11.9,16.1,71.95833333333333,24,228.47222222222223,0,4.29
2015-10-05,12.275,6.2,18.8,70.95833333333333,24,278.47222222222223,0,3.07
2015-10-06,12.1625,6.6,19.9,72.5,24,275.69444444444446,0,3.34
2015-10-07,13.708333333333334,10.6,20.3,76.20833333333333,24,219.9074074074074,0,3.45
2015-10-08,8.770833333333334,2.4,16,70.25,24,244.09722222222223,1.8,3.33
2015-10-09,9.383333333333333,3.5,15.2,72.54166666666667,24,220.37037037037038,0,2.8
2015-10-10,9.395833333333334,4.2,15.4,78.20833333333333,24,212.5,0,2.97
2015-10-11,12.9,9.7,17.3,71.45833333333333,24,246.52777777777777,0,3.63
2015-10-12,12.875,9.6,17.3,72.33333333333333,24,186.80555555555557,0,4.33
2015-10-13,12.9375,9.4,16.9,81.29166666666667,24,179.28240740740742,0.6,3.36
2015-10-14,12.175,7.2,16.7,81.79166666666667,24,190.625,0,2.5
2015-10-15,12.470833333333333,7.4,18.3,75.625,24,287.26851851851853,0,3.26
2015-10-16,13,10.4,17.7,68.625,24,260.06944444444446,0,5.37
2015-10-17,12.8125,7.8,17.5,76,24,228.7037037037037,0,3.77
2015-10-18,12.1375,8.4,17,74.5,24,204.28240740740742,0,4.1
2015-10-19,9.729166666666666,3.3,15.3,67.875,24,271.64351851851853,0,4.2
2015-10-20,11.2625,5.7,17.1,72.70833333333333,24,244.09722222222223,0,3.68
2015-10-21,13.229166666666666,11,16.8,73.04166666666667,24,197.22222222222223,0,4.59
2015-10-22,15.683333333333334,14.5,17.8,81.33333333333333,24,141.78240740740742,0,3.7
2015-10-23,14.529166666666667,12.1,19.1,76.20833333333333,24,160.99537037037038,3,4.13
2015-10-24,13.591666666666667,9.4,16.9,85.125,24,177.66203703703704,1.8,1.93
2015-10-25,13.825,7.4,20.6,74.20833333333333,24,294.09722222222223,0,2.8
2015-10-26,13.416666666666666,8.3,17.4,75.54166666666667,24,227.19907407407408,0,3.07
2015-10-27,14.383333333333333,10.9,19.6,70.70833333333333,24,257.7546296296296,0,3.67
2015-10-28,13.408333333333333,10,17.6,75.91666666666667,24,164.00462962962962,0,2.03
2015-10-29,11.716666666666667,8.5,15.7,82.08333333333333,24,106.01851851851852,5.4,2.97
2015-10-30,9.741666666666667,4.9,14.1,69.125,24,260.4166666666667,0,3.3
2015-10-31,10.933333333333334,5.2,16.3,72.91666666666667,24,252.08333333333331,0,2.73
2015-11-01,13.3875,8.5,18.6,73.41666666666667,24,267.2453703703704,0,2.84
2015-11-02,12.291666666666666,8,17.9,72.75,24,255.55555555555554,0,2.91
2015-11-03,13.5625,12.4,16.2,79.04166666666667,24,129.62962962962962,4,3.61
2015-11-04,9.15,7,12.9,72.75,24,134.25925925925927,18.6,5.81
2015-11-05,9.445833333333333,5.4,15.6,66.375,24,263.5416666666667,0,4.55
2015-11-06,13.391666666666666,7.3,19.9,67.04166666666667,24,339.4675925925926,0,3.69
2015-11-07,15.6625,8.2,23,62.5,24,331.94444444444446,0,2.34
2015-11-08,16.0375,8.7,23.7,60.291666666666664,24,345.02314814814815,0,3.23
2015-11-09,18.345833333333335,13,25.4,71.83333333333333,24,288.88888888888886,0,2.85
2015-11-10,16.15,11.3,21.8,69.95833333333333,24,328.93518518518516,0,3.34
2015-11-11,14.820833333333333,9.9,21.4,73.20833333333333,24,259.72222222222223,4.8,4.34
2015-11-12,9.3125,5.3,14.8,58.125,24,243.51851851851853,0,5.84
2015-11-13,9.141666666666667,1.6,15.1,60.833333333333336,24,363.0787037037037,0,3.85
2015-11-14,13.033333333333333,9.8,17.3,68.875,24,223.37962962962962,0,2.93
2015-11-15,14.141666666666667,13,15.7,87.91666666666667,24,72.45370370370371,5.8,2.5
2015-11-16,12.629166666666666,8.4,15.6,86.04166666666667,24,162.84722222222223,18.4,2.26
2015-11-17,14.0875,10,18,68.58333333333333,24,319.212962962963,0,4.27
2015-11-18,13.358333333333334,7.4,20.6,56.875,24,337.73148148148147,0,3.45
2015-11-19,13.054166666666667,10.8,16.5,76.08333333333333,24,186.80555555555554,2,3.99
2015-11-20,14.058333333333334,12.3,15.6,80.54166666666667,24,158.44907407407408,2.6,4.77
2015-11-21,13.654166666666667,11.9,16.6,87.875,24,131.59722222222223,14.8,3.13
2015-11-22,13.4125,7.8,19.2,66.41666666666667,24,324.30555555555554,0,4.63
2015-11-23,13.641666666666667,6.1,20.6,67.375,24,375.46296296296293,0,3.11
2015-11-24,14.983333333333333,9,20.3,67.95833333333333,24,360.4166666666667,0,2.86
2015-11-25,18.029166666666665,12.2,22.3,67.54166666666667,24,431.48148148148147,0,2.72
2015-11-26,19.1375,14.5,24.3,73.66666666666667,24,NA,0,3.06
2015-11-27,18.766666666666666,16.9,22.2,83.91666666666667,24,NA,22.4,4.29
2015-11-28,14.870833333333334,7,21.7,80.16666666666667,24,NA,5.4,3.5
2015-11-29,16.3125,10.2,22.7,70.54166666666667,24,NA,0,2.6
2015-11-30,16.425,14.5,21,76.91666666666667,24,NA,0,3.8
2015-12-01,15.95,14.2,19.8,76.70833333333333,24,NA,0,3.56
2015-12-02,14.558333333333334,13.1,17.5,80.83333333333333,24,NA,0,3.14
2015-12-03,16.2625,12.4,19.7,76.41666666666667,24,NA,0,2.85
2015-12-04,15.6375,7.2,21.1,74.16666666666667,24,NA,0,2.92
2015-12-05,15.304166666666667,12.3,19,67,24,NA,0,4.94
